State,Wiki_name_long,Wiki_name,Station Identifier,Channel Number,AM/FM,Dataset,Link
North Dakota,"Grand Forks, North Dakota",Grand Forks,KFJM,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Jamestown, North Dakota",Jamestown,KPRJ,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Minot, North Dakota",Minot,KMPR,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
North Dakota,"Williston, North Dakota",Williston,KPPR,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Athens, Ohio",Athens,WOUB,1340,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Athens, Ohio",Athens,WOUB,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Bryan, Ohio",Bryan,WGBE,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Cambridge, Ohio",Cambridge,WOUC,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Chillicothe, Ohio",Chillicothe,WOUH,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Cincinnati, Ohio",Cincinnati,WGUC,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Cincinnati, Ohio",Cincinnati,WVXU,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Cleveland, Ohio",Cleveland,WCPN,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Columbus, Ohio",Columbus,WCBE,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Columbus, Ohio",Columbus,WOSA,101.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Columbus, Ohio",Columbus,WOSU,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Coshocton, Ohio",Coshocton,WOSE,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Dayton, Ohio",Dayton,WDPR,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Defiance, Ohio",Defiance,WGDE,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Ironton, Ohio",Ironton,WOUL,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Kent, Ohio",Kent,WKSU,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Lima, Ohio",Lima,WGLE,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Mansfield, Ohio",Mansfield,WOSV,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Marion, Ohio",Marion,WOSB,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Norwalk, Ohio",Norwalk,WNRK,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"New Philadelphia, Ohio",New Philadelphia,WKRJ,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Oxford, Ohio",Oxford,WMUB,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Portsmouth, Ohio",Portsmouth,WOSP,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Thompson Township, Geauga County, Ohio",Thompson,WKSV,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Toledo, Ohio",Toledo,WGTE,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Wilberforce, Ohio",Wilberforce,WCSU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Wooster, Ohio",Wooster,WKRW,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Yellow Springs, Ohio",Yellow Springs,WYSO,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Youngstown, Ohio",Youngstown,WYSU,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Ohio,"Zanesville, Ohio",Zanesville,WOUZ,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Ada, Oklahoma",Ada,KOUA,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Altus, Oklahoma",Altus,KOCU,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Ardmore, Oklahoma",Ardmore,KLCU,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Clinton, Oklahoma",Clinton,KQOU,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Ketchum, Oklahoma",Ketchum,KOSN,107.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Lawton, Oklahoma",Lawton,KCCU,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Norman, Oklahoma",Norman,KGOU,106.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Oklahoma City, Oklahoma",Oklahoma City,KROU,105.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Stillwater, Oklahoma",Stillwater,KOSU,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Tulsa, Oklahoma",Tulsa,KWGS,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Tulsa, Oklahoma",Tulsa,KWTU,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oklahoma,"Woodward, Oklahoma",Woodward,KWOU,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Ashland, Oregon",Ashland,KAGI,930,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Ashland, Oregon",Ashland,KSJK,1230,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Ashland, Oregon",Ashland,KSMF,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Ashland, Oregon",Ashland,KSRG,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Ashland, Oregon",Ashland,KSOR,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Astoria, Oregon",Astoria,KMUN,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Bend, Oregon",Bend,KOAB,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Coos Bay, Oregon",Coos Bay,KSBA,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Corvallis, Oregon",Corvallis,KOAC,550,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Eugene, Oregon",Eugene,KLCC,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Eugene, Oregon",Eugene,KOPB,1600,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Eugene, Oregon",Eugene,KRVM,1280,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Florence, Oregon",Florence,KLFO,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Gresham, Oregon",Gresham,KMHD,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Klamath Falls, Oregon",Klamath Falls,KLMF,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Klamath Falls, Oregon",Klamath Falls,KSKF,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Myrtle Point, Oregon",Myrtle Point,KOOZ,94.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Newport, Oregon",Newport,KLCO,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Pendleton, Oregon",Pendleton,KRBM,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Portland, Oregon",Portland,KOPB,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Reedsport, Oregon",Reedsport,KLFR,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Roseburg, Oregon",Roseburg,KSRS,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Roseburg, Oregon",Roseburg,KTBR,950,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Roseburg, Oregon",Roseburg,KMPQ,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Tillamook, Oregon",Tillamook,KTCB,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Oregon,"Warrenton, Oregon",Warrenton,KCPB,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Allentown, Pennsylvania",Allentown,WDIY,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Erie, Pennsylvania",Erie,WQLN,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Harrisburg, Pennsylvania",Harrisburg,WITF,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Johnstown, Pennsylvania",Johnstown,WQEJ,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Kane, Pennsylvania",Kane,WPSX,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Middletown, Dauphin County, Pennsylvania",Middletown,WXPH,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Mt. Pocono, Pennsylvania",Mt. Pocono,WRTY,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Philadelphia, Pennsylvania",Philadelphia,WHYY,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Philadelphia, Pennsylvania",Philadelphia,WRTI,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Philadelphia, Pennsylvania",Philadelphia,WXPN,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Pittsburgh, Pennsylvania",Pittsburgh,WESA,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Pittsburgh, Pennsylvania",Pittsburgh,WQED,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Pittsburgh, Pennsylvania",Pittsburgh,WYEP,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Scranton, Pennsylvania",Scranton,WVIA,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"State College, Pennsylvania",State College,WPSU,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Summerdale, Pennsylvania",Summerdale,WJAZ,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Pennsylvania,"Williamsport, Pennsylvania",Williamsport,WVYA,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Puerto Rico,"R’o Piedras, Puerto Rico",R’o Piedras,WRTU,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Rhode Island,"Providence, Rhode Island","Providence, northern RI, and bordering MA",WELH,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Rhode Island,South Coast of Massachusetts and Narragansett Bay communities,South Coast of Massachusetts and Narragansett Bay communities,WXNI,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Rhode Island,"Coventry, Rhode Island",Coventry and central RI,WCVY,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Rhode Island,"Narragansett, Rhode Island","Narragansett and southern RI, Block Island, Aquidneck Island, and parts of the East Bay",WRNI,102.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Aiken, South Carolina",Aiken,WLJK,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Beaufort, South Carolina",Beaufort,WJWJ,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Charleston, South Carolina",Charleston,WSCI,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Columbia, South Carolina",Columbia,WLTR,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Conway, South Carolina",Conway,WHMC,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Greenville, South Carolina",Greenville,WEPR,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Orangeburg, South Carolina",Orangeburg,WSSB,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Rock Hill, South Carolina",Rock Hill,WNSC,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Carolina,"Sumter, South Carolina",Sumter,WRJA,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Brookings, South Dakota",Brookings,KESD,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Faith, South Dakota",Faith,KPSD,97.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Lowry, South Dakota",Lowry,KQSD,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Martin, South Dakota",Martin,KZSD,102.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Pierpont, South Dakota",Watertown,KDSD,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Rapid City, South Dakota",Rapid City,KBHE,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Reliance, South Dakota",Pierre,KTSD,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Sioux Falls, South Dakota",Sioux Falls,KCSD,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Sioux Falls, South Dakota",Sioux Falls,KRSD,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
South Dakota,"Vermillion, South Dakota",Vermillion,KUSD,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Chattanooga, Tennessee",Chattanooga,WUTC,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Collegedale, Tennessee",Collegedale,WSMC,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Cookeville, Tennessee",Cookeville,WHRS,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Dyersburg, Tennessee",Dyersburg,WKNQ,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Jackson, Tennessee",Jackson,WKNP,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Johnson City, Tennessee",Johnson City,WETS,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Knoxville, Tennessee",Knoxville,WUOT,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Madison, Tennessee",Madison,WPLN,1430,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Memphis, Tennessee",Memphis,WKNO,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Murfreesboro, Tennessee",Murfreesboro,WMOT,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Nashville, Tennessee",Nashville,WPLN,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Nashville, Tennessee",Nashville,WFCL,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Tennessee,"Tullahoma, Tennessee",Tullahoma,WTML,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Abilene, Texas",Abilene,KACU,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Amarillo, Texas",Amarillo,KJJP,105.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Austin, Texas",Austin,KUT,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Beaumont, Texas",Beaumont,KVLU,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Bushland, Texas",Bushland,KTXP,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"College Station, Texas",College Station,KAMU,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"College Station, Texas",College Station,KEOS,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Commerce, Texas",Commerce,KETR,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Corpus Christi, Texas",Corpus Christi,KEDT,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Dallas, Texas",Dallas-Fort Worth,KERA,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Dallas, Texas",Dallas-Fort Worth,KKXT,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Denton, Texas",Denton,KNTU,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Denton, Texas",Denton,KERA,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"El Paso, Texas",El Paso,KTEP,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Harlingen, Texas",Harlingen,KJJF,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Houston, Texas",Houston,KUHF,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Houston, Texas",Houston,KTSU,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Ingram, Texas",Ingram,KTXI,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Llano, Texas",Llano,KVHL,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Lubbock, Texas",Lubbock,KTTZ,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Lufkin, Texas",Lufkin,KLDN,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Marfa, Texas",Marfa,KRTS,93.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"McAllen, Texas",McAllen,KHID,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Odessa, Texas",Odessa,KXWT,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Prairie View, Texas",Prairie View,KPVU,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"San Angelo, Texas",San Angelo,KNCH,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"San Antonio, Texas",San Antonio,KSTX,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"San Antonio, Texas",San Antonio,KPAC,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Sherman, Texas",Sherman,KERA,99.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Snyder, Texas",Snyder,KTPR,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Spearman, Texas",Spearman,KTOT,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Stephenville, Texas",Stephenville,KTRL,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Texarkana, Texas",Texarkana,KTXK,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Tyler, Texas",Tyler,KERA,100.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Victoria, Texas",Victoria,KVRT,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Waco, Texas",Waco,KWBU,103.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Wichita Falls, Texas",Wichita Falls,KMCU,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Texas,"Wichita Falls, Texas",Wichita Falls,KERA,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Logan, Utah",Logan,KUSU,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Logan, Utah",Logan,KUSR,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Moab, Utah",Moab,KUST,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Park City, Utah",Park City,KPCW,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Price, Utah",Price,KCEU,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Richfield, Utah",Richfield,KUSL,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Salt Lake City, Utah",Salt Lake City,KUER,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"St. George, Utah",St. George,KSGU,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Utah,"Vernal, Utah",Vernal,KUSK,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Bennington, Vermont",Bennington,WBTN,94.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Burlington, Vermont",Burlington,WVPS,107.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Bristol, Vermont",Bristol,WXLQ,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Colchester, Vermont",Colchester,WVTX,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Norwich, Vermont",Norwich,WNCH,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Rutland (city), Vermont",Rutland,WRVT,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"St. Johnsbury, Vermont",St. Johnsbury,WVPA,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Vermont,"Windsor, Vermont",Windsor,WVPR,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Charlottesville, Virginia",Charlottesville,WMRY,103.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Charlottesville, Virginia",Charlottesville,WVTU,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Charlottesville, Virginia",Charlottesville,WVTW,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Chase City, Virginia",Chase City,WMVE,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Christiansburg, Virginia",Christiansburg,WWVT,1260,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Farmville, Virginia",Farmville,WMLU,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Ferrum, Virginia",Ferrum,WWVT,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Harrisonburg, Virginia",Harrisonburg,WMRA,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Heathsville, Virginia",Heathsville,WCNV,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Hot Springs, Virginia",Hot Springs,WCHG,107.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Lexington, Virginia",Lexington,WMRL,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Marion, Virginia",Marion,WVTR,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Monterey, Virginia",Monterey,WVLS,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Norfolk, Virginia",Norfolk,WHRO,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Norfolk, Virginia",Norfolk,WHRV,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Richmond, Virginia",Richmond,WCVE,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Roanoke, Virginia",Roanoke,WVTF,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Virginia,"Wise, Virginia",Wise,WISE,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Bellingham, Washington",Bellingham,KZAZ,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Washington,"Chehalis, Washington",Chehalis,KSWS,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
