State,Wiki_name_long,Wiki_name,Station Identifier,Channel Number,AM/FM,Dataset,Link
Hawaii,"Honolulu, Hawaii",Honolulu,KIPO,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Hawaii,"Wailuku, Hawaii",Wailuku,KIPM,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Hawaii,"Wailuku, Hawaii",Wailuku,KKUA,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Boise, Idaho",Boise,KBSU,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Boise, Idaho",Boise,KBSX,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Bonners Ferry, Idaho",Bonners Ferry,KIBX,92.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Burley, Idaho",Burley,KBSY,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Cottonwood, Idaho",Cottonwood,KNWO,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"McCall, Idaho",McCall,KBSK,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"McCall, Idaho",McCall,KBSM,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"McCall, Idaho",McCall,KBSQ,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Moscow, Idaho",Moscow,KRFA,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Pocatello, Idaho",Pocatello,KISU,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Rexburg, Idaho",Rexburg,KBYI,100.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Sun Valley, Idaho",Sun Valley,KBSS,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Sun Valley, Idaho",Sun Valley,KWRV,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Twin Falls, Idaho",Twin Falls,KBSW,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Idaho,"Twin Falls, Idaho",Twin Falls,KEZJ,1450,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Carbondale, Illinois",Carbondale,WSIU,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,Chicago,Chicago,WBEZ,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"DeKalb, Illinois",DeKalb,WNIJ,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Edwardsville, Illinois",Edwardsville,WSIE,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Elgin, Illinois",Elgin,WEPS,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Freeport, Illinois",Freeport,WNIE,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Galesburg, Illinois",Galesburg,WVKC,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Glen Ellyn, Illinois",Glen Ellyn,WDCB,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Kankakee, Illinois",Kankakee,WBEK,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"LaSalle, Illinois",LaSalle,WNIW,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Macomb, Illinois",Macomb,WIUM,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Morris, Illinois",Morris,WBEQ,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Mt. Vernon, Illinois",Mt. Vernon,WVSI,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Normal, Illinois",Normal,WGLT,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Olney, Illinois",Olney,WUSI,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Peoria, Illinois",Peoria,WCBU,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Pittsfield, Illinois",Pittsfield,WIPA,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Quincy, Illinois",Quincy,WQUB,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Rock Island, Illinois",Rock Island,WVIK,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Rockford, Illinois",Rockford,WNIJ,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Springfield, Illinois",Springfield,WUIS,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Sterling, Illinois",Sterling,WNIQ,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Urbana, Illinois",Urbana,WILL,580,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Urbana, Illinois",Urbana,WILL,90.9,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Illinois,"Warsaw, Illinois",Warsaw,WIUW,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Anderson, Indiana",Anderson,WBSB,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Bloomington, Indiana",Bloomington,WFIU,103.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Chesterton, Indiana",Chestertown,WBEW,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Crawfordsville, Indiana",Crawfordsville,WNDY,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Elkhart, Indiana",Elkhart,WVPE,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Evansville, Indiana",Evansville,WNIN,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Fort Wayne, Indiana",Fort Wayne,WBOI,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Franklin, Indiana",Franklin,WFCI,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Gary, Indiana",Gary,WGVE,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Hagerstown, Indiana",Hagerstown,WBSH,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Indianapolis, Indiana",Indianapolis,WFYI,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Lowell, Indiana",Lowell,WLPR,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Marion, Indiana",Marion,WBSW,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Muncie, Indiana",Muncie,WBST,92.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Portland, Indiana",Portland,WBSJ,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Roanoke, Indiana",Roanoke,WBNI,94.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"Vincennes, Indiana",Vincennes,WVUB,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"West Lafayette, Indiana",West Lafayette,WBAA,920,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Indiana,"West Lafayette, Indiana",West Lafayette,WBAA,101.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Ames, Iowa",Ames,WOI,640,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Ames, Iowa",Ames,WOI,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Bettendorf, Iowa",Bettendorf,KNSB,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Carroll, Iowa",Carroll,KNSC,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Cedar Falls, Iowa",Cedar Falls,KHKE,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Cedar Falls, Iowa",Cedar Falls,KUNI,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Cedar Rapids, Iowa",Cedar Rapids,KCCK,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Council Bluffs, Iowa",Council Bluffs,KIWR,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Decorah, Iowa",Decorah,KLCD,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Decorah, Iowa",Decorah,KLNI,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Dubuque, Iowa",Dubuque,KNSY,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Fort Dodge, Iowa",Fort Dodge,KNSK,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Iowa City, Iowa",Iowa City,KSUI,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Iowa City, Iowa",Iowa City,WSUI,910,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Lamoni, Iowa",Lamoni,KNSL,97.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Mason City, Iowa",Mason City,KRNI,1010,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Mason City, Iowa",Mason City,KNSM,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Mitchellville, Iowa",Mitchellville,KICJ,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Okoboji, Iowa",Okoboji,KOJI,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Ottumwa, Iowa",Ottumwa,KNSZ,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Ottumwa, Iowa",Ottumwa,KICW,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Patterson, Iowa",Patterson,KICP,105.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Pleasantville, Iowa",Pleasantville,KICL,96.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Sioux City, Iowa",Sioux City,KWIT,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Iowa,"Waterloo, Iowa",Waterloo,KBBG,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Chanute, Kansas",Chanute,KANQ,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Emporia, Kansas",Emporia,KANH,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Garden City, Kansas",Garden City,KANZ,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Great Bend, Kansas",Great Bend,KHCT,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Hays, Kansas",Hays,KZAN,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Hill City, Kansas",Hill City,KZNA,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Hutchinson, Kansas",Hutchinson,KHCC,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Lawrence, Kansas",Lawrence,KANU,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Olsburg, Kansas",Olsburg,KANV,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Pittsburg, Kansas",Pittsburg,KRPS,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Salina, Kansas",Salina,KHCD,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kansas,"Wichita, Kansas",Wichita,KMUW,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Bowling Green, Kentucky",Bowling Green,WKYU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Corbin, Kentucky",Corbin,WEKF,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Elizabethtown, Kentucky",Elizabethtown,WKUE,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Hazard, Kentucky",Hazard,WEKH,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Henderson, Kentucky",Henderson,WKPB,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Lexington, Kentucky",Lexington,WUKY,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Louisville, Kentucky",Louisville,WFPK,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Louisville, Kentucky",Louisville,WFPL,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Louisville, Kentucky",Louisville,WUOL,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Morehead, Kentucky",Morehead,WMKY,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Murray, Kentucky",Murray,WKMS,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Richmond, Kentucky",Richmond,WEKU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Kentucky,"Somerset, Kentucky",Somerset,WDCL,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Alexandria, Louisiana",Alexandria,KLSA,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Baton Rouge, Louisiana",Baton Rouge,WBRH,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Baton Rouge, Louisiana",Baton Rouge,WRKF,89.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Hammond, Louisiana",Hammond,KSLU,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Lafayette, Louisiana",Lafayette,KRVS,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Monroe, Louisiana",Monroe,KEDM,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"New Orleans, Louisiana",New Orleans,WWNO,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Shreveport, Louisiana",Shreveport,KDAQ,89.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Louisiana,"Thibodaux, Louisiana",Thibodaux,KTLN,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Bangor, Maine",Bangor,WMEH,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Calais, Maine",Calais,WMED,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Camden, Maine",Camden,WMEP,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Fort Kent, Maine",Fort Kent,WMEF,106.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Portland, Maine",Portland,WMEA,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Presque Isle, Maine",Presque Isle,WMEM,106.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maine,"Waterville, Maine",Waterville,WMEW,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Baltimore, Maryland",Baltimore,WEAA,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Baltimore, Maryland",Baltimore,WYPR,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Frederick, Maryland",Frederick,WYPF,88.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Frostburg, Maryland",Frostburg,WFWM,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Hagerstown, Maryland",Hagerstown,WGMS,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Ocean City, Maryland",Ocean City,WRAU,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Ocean City, Maryland",Ocean City,WSDL,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Ocean City, Maryland",Ocean City,WYPO,106.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Princess Anne, Maryland",Princess Anne,WESM,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Salisbury, Maryland",Salisbury,WSCL,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Towson, Maryland",Towson,WTMD,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Maryland,"Worton, Maryland",Worton,WKHS,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Amherst, Massachusetts",Amherst,WFCR,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,Boston,Boston,WBUR,90.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,Boston,Boston,WGBH,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,Boston,Boston,WUMB,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Brewster, Massachusetts",Brewster,WZAI,94.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Deerfield, Massachusetts",Deerfield,WNNZ,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Falmouth, Massachusetts",Falmouth,WFPB,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Great Barrington, Massachusetts",Great Barrington,WAMQ,105.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Harwich, Massachusetts",Harwich,WCCT,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Lowell, Massachusetts",Lowell,WCRB,99.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Nantucket, Massachusetts",Nantucket,WNAN,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Nantucket, Massachusetts",Nantucket,WNCK,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Newburyport, Massachusetts",Newburyport,WNEF,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Orleans, Massachusetts",Orleans,WFPB,1170,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Sandwich, Massachusetts",Sandwich,WSDH,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Sheffield, Massachusetts",Sheffield,WBSL,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Springfield, Massachusetts",Springfield,WAIC,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Stow, Massachusetts",Stow,WUMG,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"West Yarmouth, Massachusetts",West Yarmouth,WBAS,1240,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Westfield, Massachusetts",Westfield,WNNZ,640,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Woods Hole, Massachusetts",Woods Hole,WCAI,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Worcester, Massachusetts",Worcester,WBPR,91.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Massachusetts,"Worcester, Massachusetts",Worcester,WICN,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Allendale, Michigan",Allendale,WGVU,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Alpena, Michigan",Alpena,WCML,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Ann Arbor, Michigan",Ann Arbor,WUOM,91.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Bay City, Michigan",Bay City,WUCX,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Berrien Springs, Michigan",Berrien Springs,WAUS,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,Detroit,Detroit,WDET,101.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"East Lansing, Michigan",East Lansing,WKAR,870,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"East Lansing, Michigan",East Lansing,WKAR,90.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Flint, Michigan",Flint,WFUM,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Grand Rapids, Michigan",Grand Rapids,WBLU,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Grand Rapids, Michigan",Grand Rapids,WVGR,104.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Harbor Springs, Michigan",Harbor Springs,WCMW,103.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Harbor Springs, Michigan",Harbor Springs,WHBP,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Houghton, Michigan",Houghton,WGGL,91.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Interlochen, Michigan",Interlochen,WIAA,88.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Kalamazoo, Michigan",Kalamazoo,WMUK,102.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Kentwood, Michigan",Kentwood,WGVU,1480,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Mackinaw City, Michigan",Mackinaw City,WIAB,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Manistee, Michigan",Manistee,WLMN,89.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Marquette, Michigan",Marquette,WNMU,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Mt. Pleasant, Michigan",Mt. Pleasant,WCMU,89.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Muskegon, Michigan",Muskegon,WGVS,850,AM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Oscoda, Michigan",Oscoda,WCMB,95.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Sault Ste. Marie, Michigan",Sault Ste. Marie,WCMZ,98.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Standish, Michigan",Standish,WWCM,96.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Traverse City, Michigan",Traverse City,WICA,91.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Twin Lake, Michigan",Twin Lake,WBLV,90.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Whitehall, Michigan",Whitehall,WGVS,95.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Michigan,"Ypsilanti, Michigan",Ypsilanti,WEMU,89.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Appleton, Minnesota",Appleton,KNCM,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Appleton, Minnesota",Appleton,KRSU,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Austin, Minnesota",Austin,KNSE,90.1,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Bemidji, Minnesota",Bemidji,KCRB,88.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Bemidji, Minnesota",Bemidji,KNBJ,91.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Brainerd, Minnesota",Brainerd,KBPN,88.3,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Brainerd, Minnesota",Brainerd,KBPR,90.7,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Buhl, Minnesota",Buhl,WIRN,92.5,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
Minnesota,"Collegeville, Minnesota",St. Cloud,KNSR,88.9,FM,Wikipedia,https://en.wikipedia.org/wiki/List_of_NPR_stations
