Twitter,City,State,Station Identifier,AM/FM,Channel Number,Twitter Handle,Alternate
Twitter,Binghamton,New York,WSQX,FM,91.5,,
Twitter,Blue Mountain Lake,New York,WXLH,FM,91.3,,
Twitter,Brooklyn,New York,WNYE,FM,91.5,,
Twitter,Brookville,New York,WCWP,FM,88.1,,
Twitter,Buffalo,New York,WBFO,FM,88.7,,
Twitter,Buffalo,New York,WNED,AM,970,,
Twitter,Buffalo,New York,WNED,FM,89.3,,
Twitter,Canajoharie,New York,WCAN,FM,93.3,,
Twitter,Canton,New York,WSLU,FM,89.5,,
Twitter,Corning,New York,WSQE,FM,91.1,,
Twitter,Geneva,New York,WEOS,FM,89.7,,
Twitter,Hornell,New York,WSQA,FM,88.7,,
Twitter,Houghton,New York,WJSL,FM,90.3,,
Twitter,Ithaca,New York,WSQG,FM,90.9,,
Twitter,Jamestown,New York,WUBJ,FM,88.1,,
Twitter,Jeffersonville,New York,WJFF,FM,90.5,,
Twitter,Kingston,New York,WAMK,FM,90.9,,
Twitter,Malone,New York,WSLO,FM,90.9,,
Twitter,Middletown,New York,WOSR,FM,91.7,,
Twitter,New York City,New York,WFUV,FM,90.7,,
Twitter,New York City,New York,WNYC,AM,820,,
Twitter,New York City,New York,WNYC,FM,93.9,,
Twitter,North Creek,New York,WXLG,FM,89.9,,
Twitter,Olean,New York,WOLN,FM,91.3,,
Twitter,Oneonta,New York,WSQC,FM,91.7,,
Twitter,Oswego,New York,WRVO,FM,89.9,,
Twitter,Oswego,New York,WRVD,FM,90.3,,
Twitter,Peru,New York,WXLU,FM,88.3,,
Twitter,Plattsburgh,New York,WCEL,FM,91.9,,
Twitter,Poughkeepsie,New York,WRHV,FM,88.7,,
Twitter,Rochester,New York,WXXI,AM,1370,,
Twitter,Rochester,New York,WXXI,FM,91.5,,
Twitter,Saranac Lake,New York,WSLL,FM,90.5,,
Twitter,Schenectady,New York,WMHT,FM,89.1,,
Twitter,Selden,New York,WSUF,FM,89.9,,
Twitter,Southampton,New York,WLIU,FM,88.3,,
Twitter,Southampton,New York,WRLI,FM,91.3,,
Twitter,Syracuse,New York,WAER,FM,88.3,,
Twitter,Syracuse,New York,WCNY,FM,91.3,,
Twitter,Ticonderoga,New York,WANC,FM,103.9,,
Twitter,Utica,New York,WRVN,FM,91.9,,
Twitter,Utica,New York,WUNY,FM,89.5,,
Twitter,Watertown,New York,WJNY,FM,90.9,,
Twitter,Watertown,New York,WRVJ,FM,91.7,,
Twitter,Watertown,New York,WSLJ,FM,88.9,,
Twitter,Asheville,North Carolina,WCQS,FM,88.1,,
Twitter,Atlantic Beach,North Carolina,WBJD,FM,91.5,,
Twitter,Buxton,North Carolina,WBUX,FM,90.5,,
Twitter,Chapel Hill,North Carolina,WUNC,FM,91.5,,
Twitter,Charlotte,North Carolina,WFAE,FM,90.7,,
Twitter,Davidson,North Carolina,WDAV,FM,89.9,,
Twitter,Durham,North Carolina,WNCU,FM,90.7,,
Twitter,Fayetteville,North Carolina,WFSS,FM,91.9,,
Twitter,Franklin,North Carolina,WFQS,FM,91.3,,
Twitter,Hickory,North Carolina,WFHE,FM,90.3,,
Twitter,Kingston,North Carolina,WKNS,FM,90.5,,
Twitter,Manteo,North Carolina,WURI,FM,91.5,,
Twitter,New Bern,North Carolina,WTEB,FM,89.3,,
Twitter,Roanoke Rapids,North Carolina,WZRU,FM,88.5,,
Twitter,Rocky Mount,North Carolina,WRQM,FM,90,,
Twitter,Spindale,North Carolina,WNCW,FM,88.7,,
Twitter,Wilmington,North Carolina,WHQR,FM,91.3,,
Twitter,Winston-Salem,North Carolina,WFDD,FM,88.5,,
Twitter,Belcourt,North Dakota,KEYA,FM,88.5,,
Twitter,Bismarck,North Dakota,KCND,FM,90.5,,
Twitter,Dickinson,North Dakota,KDPR,FM,89.9,,
Twitter,Fargo,North Dakota,KDSU,FM,91.9,,
Twitter,Grand Forks,North Dakota,KUND,FM,89.3,,
Twitter,Jamestown,North Dakota,KPRJ,FM,91.5,,
Twitter,Minot,North Dakota,KMPR,FM,88.9,,
Twitter,Williston,North Dakota,KPPR,FM,89.5,,
Twitter,Athens,Ohio,WOUB,AM,1340,,
Twitter,Athens,Ohio,WOUB,FM,91.3,,
Twitter,Bryan,Ohio,WGBE,FM,90.9,,
Twitter,Cambridge,Ohio,WOUC,FM,89.1,(@wouc),
Twitter,Chillicothe,Ohio,WOUH,FM,91.9,,
Twitter,Chillicothe,Ohio,WVXC,FM,89.3,,
Twitter,Cincinnati,Ohio,WGUC,FM,90.9,(@909WGUC),
Twitter,Cincinnati,Ohio,WVXU,FM,91.7,(@917wvxu),
Twitter,Cleveland,Ohio,WCPN,FM,90.3,(@WCPN),
Twitter,Columbus,Ohio,WCBE,FM,90.5,(@WCBE905Columbus),
Twitter,Columbus,Ohio,WOSU,AM,820,(@WOSU),
Twitter,Coshocton,Ohio,WOSE,FM,91.1,,
Twitter,Dayton,Ohio,WDPR,FM,88.1,,
Twitter,Defiance,Ohio,WGDE,FM,91.9,,
Twitter,Ironton,Ohio,WOUL,FM,89.1,,
Twitter,Kent,Ohio,WKSU,FM,89.7,(@WKSU),
Twitter,Lima,Ohio,WGLE,FM,90.7,,
Twitter,Mansfield,Ohio,WOSV,FM,91.7,,
Twitter,Marion,Ohio,WOSB,FM,91.1,,
Twitter,Mt. Gilead,Ohio,WVXG,FM,95.1,,
Twitter,New Philadelphia,Ohio,WKRJ,FM,91.5,,
Twitter,Oxford,Ohio,WMUB,FM,88.5,,
Twitter,Portsmouth,Ohio,WOSP,FM,91.5,,
Twitter,Thompson,Ohio,WSKV,FM,89.1,,
Twitter,Toledo,Ohio,WGTE,FM,91.3,,
Twitter,West Union,Ohio,WVXW,FM,89.5,,
Twitter,Wooster,Ohio,WKRW,FM,89.3,,
Twitter,Yellow Springs,Ohio,WYSO,FM,91.3,(@WYSO),
Twitter,Youngstown,Ohio,WYSU,FM,88.5,(@WYSU),
Twitter,Zanesville,Ohio,WOUZ,FM,90.1,,
Twitter,Ardmore,Oklahoma,KLCU,FM,90.3,,
Twitter,Lawton,Oklahoma,KCCU,FM,89.3,(@KCCURadio),
Twitter,Norman,Oklahoma,KGOU,FM,106.3,(@kgounews),
Twitter,Oklahoma City,Oklahoma,KROU,FM,105.7,,
Twitter,Stillwater,Oklahoma,KOSU,FM,91.7,(@KOSURadio),
Twitter,Tulsa,Oklahoma,KWGS,FM,89.5,(@KWGSNEWS),
Twitter,Ashland,Oregon,KAGI,AM,930,,
Twitter,Ashland,Oregon,KSJK,AM,1230,,
Twitter,Ashland,Oregon,KSMF,FM,89.1,,
Twitter,Ashland,Oregon,KSRG,FM,88.3,,
Twitter,Ashland,Oregon,KSOR,FM,90.1,,
Twitter,Astoria,Oregon,KMUN,FM,91.9,,
Twitter,Bend,Oregon,KOAB,FM,91.3,,
Twitter,Coos Bay,Oregon,KSBA,FM,88.5,,
Twitter,Corvallis,Oregon,KOAC,AM,550,,
Twitter,Eugene,Oregon,KLCC,FM,89.7,(@KLCCEugeneOR),
Twitter,Eugene,Oregon,KRVM,AM,1280,,
Twitter,Florence,Oregon,KLFO,FM,88.1,,
Twitter,Gresham,Oregon,KMHD,FM,89.1,(@KMHD_JAZZ_Radio),
Twitter,Klamath Falls,Oregon,KSKF,FM,90.9,,
Twitter,Newport,Oregon,KLCO,FM,90.5,,
Twitter,Pendleton,Oregon,KRBM,FM,90.9,,
Twitter,Portland,Oregon,KOPB,FM,91.5,,
Twitter,Reedsport,Oregon,KLFR,FM,89.1,,
Twitter,Roseburg,Oregon,KSRS,FM,91.5,,
Twitter,Allentown,Pennsylvania,WDIY,FM,88.1,(@WDIYFM),
Twitter,Erie,Pennsylvania,WQLN,FM,91.3,(@WQLN),
Twitter,Harrisburg,Pennsylvania,WITF,FM,89.5,(@WITF),
Twitter,Harrisburg,Pennsylvania,WJAZ,FM,91.7,,
Twitter,Harrisburg,Pennsylvania,WXPH,FM,88.1,,
Twitter,Huntingdon,Pennsylvania,WKVR,FM,92.3,,
Twitter,Johnstown,Pennsylvania,WQEJ,FM,89.7,(@wqed),
Twitter,Kane,Pennsylvania,WPSB,FM,90.1,,
Twitter,Mt. Pocono,Pennsylvania,WRTY,FM,91.1,,
Twitter,Philadelphia,Pennsylvania,WHYY,FM,90.9,(@whyy),
Twitter,Philadelphia,Pennsylvania,WRTI,FM,90.1,(@WRTImusic),
Twitter,Philadelphia,Pennsylvania,WXPN,FM,88.5,(@wxpnfm),
Twitter,Pittsburgh,Pennsylvania,WDUQ,FM,90.5,(@905wesa),
Twitter,Pittsburgh,Pennsylvania,WQED,FM,89.3,(@WQEDFM),
Twitter,Pittsburgh,Pennsylvania,WYEP,FM,91.3,(@WYEP),
Twitter,Scranton,Pennsylvania,WVIA,FM,89.9,(@WVIATVFM),
Twitter,State College,Pennsylvania,WPSU,FM,91.5,(@WPSU),
Twitter,Rio Piedras,Puerto Rico,WRTU,FM,89.7,(@radioupr),
Twitter,San Juan,Puerto Rico,WOSO,AM,1030,(@WOSO1030AM),
Twitter,North Providence,Rhode Island,WRNI,AM,1290,,
Twitter,Westerly,Rhode Island,WXNI,AM,1230,,
Twitter,Aiken,South Carolina,WLJK,FM,89.1,(@SCPublicRadio),
Twitter,Beaufort,South Carolina,WJWJ,FM,89.9,(@SCPublicRadio),
Twitter,Charleston,South Carolina,WSCI,FM,89.3,(@SCPublicRadio),
Twitter,Columbia,South Carolina,WLTR,FM,91.3,(@SCPublicRadio),
Twitter,Conway,South Carolina,WHMC,FM,90.1,(@SCPublicRadio),
Twitter,Greenville,South Carolina,WEPR,FM,90.1,(@SCPublicRadio),
Twitter,Orangeburg,South Carolina,WSSB,FM,90.3,(@SCPublicRadio),
Twitter,Rock Hill,South Carolina,WNSC,FM,88.9,(@SCPublicRadio),
Twitter,Sumter,South Carolina,WRJA,FM,88.1,,
Twitter,Brookings,South Dakota,KESD,FM,88.3,,
Twitter,Faith,South Dakota,KPSD,FM,97.1,,
Twitter,Lowry,South Dakota,KQSD,FM,91.9,,
Twitter,Martin,South Dakota,KZSD,FM,102.5,,
Twitter,Pierpont,South Dakota,KDSD,FM,90.9,,
Twitter,Rapid City,South Dakota,KBHE,FM,89.3,,
Twitter,Reliance,South Dakota,KTSD,FM,91.1,,
Twitter,Sioux Falls,South Dakota,KCSD,FM,90.9,,
Twitter,Vermillion,South Dakota,KUSD,FM,89.7,,
Twitter,Chattanooga,Tennessee,WUTC,FM,88.1,(@WUTC_FM),
Twitter,Cookeville,Tennessee,WHRS,FM,91.7,,
Twitter,Dyersberg,Tennessee,WKNQ,FM,90.7,,
Twitter,Jackson,Tennessee,WKNP,FM,90.1,,
Twitter,Johnson City,Tennessee,WETS,FM,89.5,(@WETSFM),
Twitter,Knoxville,Tennessee,WUOT,FM,91.9,(@WUOTFM),
Twitter,Madison,Tennessee,WPLN,AM,1430,(@WPLN),
Twitter,Memphis,Tennessee,WKNO,FM,91.1,(@WKNOFM),
Twitter,Murfreesboro,Tennessee,WMOT,FM,89.5,(@WMOT),
Twitter,Nashville,Tennessee,WPLN,FM,90.3,(@WPLN),
Twitter,Tullahoma,Tennessee,WTML,FM,91.5,None,
Twitter,Abilene,Texas,KACU,FM,89.7,(@KACU895),
Twitter,Austin,Texas,KUT,FM,90.5,(@KUT),
Twitter,Beaumont,Texas,KVLU,FM,91.3,(@913KVLU),
Twitter,College Station,Texas,KAMU,FM,90.9,(@KAMUTVFM),
Twitter,College Station,Texas,KEOS,FM,89.1,(@KEOSRADIO),
Twitter,Corpus Christi,Texas,KEDT,FM,90.3,(@YourKEDT),
Twitter,Dallas,Texas,KERA,FM,90.1,(@keratx),
Twitter,Denton,Texas,KNTU,FM,88.1,(@KNTU881),
Twitter,El Paso,Texas,KTEP,FM,88.5,(@ktep885fm),
Twitter,Harlingen,Texas,KMBH,FM,88.9,(@PublicRadio88FM),
Twitter,Houston,Texas,KUHF,FM,88.7,(@HoustonPubMedia),@HoustonPubMedia
Twitter,Ingram,Texas,KTXI,FM,90.1,,
Twitter,Lubbock,Texas,KOHM,FM,89.1,None,
Twitter,Lufkin,Texas,KLDN,FM,88.9,(@881TheOne),
Twitter,McAllen,Texas,KHID,FM,88.1,None,
Twitter,Odessa,Texas,KOCV,FM,91.3,(@KPVU913FM),
Twitter,Prairie View,Texas,KPVU,FM,91.3,(@KUTX),
Twitter,San Angelo,Texas,KUTX,FM,90.1,None,
Twitter,San Antonio,Texas,KSTX,FM,89.1,None,
Twitter,Texarkana,Texas,KTXK,FM,91.5,None,
Twitter,Victoria,Texas,KVRT,FM,90.7,(@KWBU),
Twitter,Waco,Texas,KWBU,FM,103.3,None,
Twitter,Coalville,Utah,KCUA,FM,92.5,None,
Twitter,Logan,Utah,KUSU,FM,91.5,(@KCPW),
Twitter,Salt Lake City,Utah,KCPW,FM,88.3,(@KCPWRadio),
Twitter,Salt Lake City,Utah,KPCW,FM,91.9,(@KUER_FM),
Twitter,Salt Lake City,Utah,KUER,FM,90.1,(@KRCLradio),
Twitter,Salt Lake City,Utah,KRCL,FM,90.9,None,
Twitter,St. Thomas,US Virgin Islands,WVGN,FM,107.3,(@WKUF943),
Twitter,Bennington,Vermont,WBTN,FM,94.3,(@WRUVFM),
Twitter,Burlington,Vermont,WVPS,FM,107.9,None,
Twitter,Rutland,Vermont,WRVT,FM,88.7,None,
Twitter,St. Johnsbury,Vermont,WVPA,FM,88.5,None,
Twitter,Windsor,Vermont,WVPR,FM,89.5,None,
Twitter,Charlottesville,Virginia,WVTU,FM,89.3,None,
Twitter,Charlottesville,Virginia,WVTW,FM,88.5,None,
Twitter,Charlottesville,Virginia,WMRY,FM,103.5,None,
Twitter,Christiansburg,Virginia,WWVT,AM,1260,(@WMLUradio),
Twitter,Farmville,Virginia,WMLU,FM,91.3,(@WMRAPublicRadio),
Twitter,Harrisonburg,Virginia,WMRA,FM,90.7,None,
Twitter,Lexington,Virginia,WMRL,FM,89.9,None,
Twitter,Marion,Virginia,WVTR,FM,91.9,(@WHRO),
Twitter,Norfolk,Virginia,WHRO,FM,90.3,(@whrvfm),
Twitter,Norfolk,Virginia,WHRV,FM,89.5,(@hot91),
Twitter,Norfolk,Virginia,WNSB,FM,91.1,(@wcve),
Twitter,Richmond,Virginia,WCVE,FM,88.9,(@WVFTRADIOIQ),
Twitter,Roanoke,Virginia,WVTF,FM,89.1,(@Uva_Wise),
Twitter,Wise,Virginia,WISE,FM,90.5,None,
Twitter,Bellingham,Washington,KZAZ,FM,91.7,(@KCBS),
Twitter,Bellevue,Washington,KBCS,FM,91.3,(@radio905),
Twitter,Clarkston,Washington,KNWV,FM,90.5,None,
Twitter,Ellensburg,Washington,KNWR,FM,90.7,None,
Twitter,Moses Lake,Washington,KLWS,FM,91.5,None,
Twitter,Omak,Washington,KQWS,FM,90.1,None,
Twitter,Port Angeles,Washington,KNWP,FM,90.1,None,
Twitter,Pullman,Washington,KWSU,AM,1250,None,
Twitter,Pullman,Washington,KRFA,FM,91.7,None,
Twitter,Richland,Washington,KFAE,FM,89.1,(@kexp),
Twitter,Seattle,Washington,KEXP,FM,90.3,(@KUOW),
Twitter,Seattle,Washington,KUOW,FM,94.9,None,
Twitter,Spokane,Washington,KPBX,FM,91.1,None,
Twitter,Spokane,Washington,KSFC,FM,91.9,(@KPLUpr),
Twitter,Seattle/Tacoma,Washington,KPLU,FM,88.5,None,
Twitter,Walla Walla,Washington,KWWS,FM,89.7,,
Twitter,Yakima,Washington,KDNA,FM,91.9,,
Twitter,Yakima,Washington,KNWY,FM,90.3,,
Twitter,Beckley,West Virginia,WVPB,FM,91.7,,
Twitter,Buckhannon,West Virginia,WVPW,FM,88.9,,
Twitter,Charleston,West Virginia,WVPN,FM,88.5,,
Twitter,Huntington,West Virginia,WVWV,FM,89.9,,
Twitter,Martinsburg,West Virginia,WVEP,FM,88.9,,
Twitter,Morgantown,West Virginia,WVPM,FM,90.9,,
Twitter,Parkersburg,West Virginia,WVPG,FM,90.3,,
Twitter,Petersburg,West Virginia,WAUA,FM,89.5,,
Twitter,Wheeling,West Virginia,WVNP,FM,89.9,,
Twitter,Appleton,Wisconsin,WLFM,FM,91.1,,
Twitter,Auburndale,Wisconsin,WLBL,AM,930,,
Twitter,Brule,Wisconsin,WHSA,FM,89.9,,
Twitter,Delafield,Wisconsin,WHAD,FM,90.7,,
Twitter,Eau Claire,Wisconsin,WUEC,FM,89.7,,
Twitter,Green Bay,Wisconsin,WHID,FM,88.1,,
Twitter,Green Bay,Wisconsin,WPNE,FM,89.3,,
Twitter,Hayward,Wisconsin,WOJB,FM,88.9,,
Twitter,Highland,Wisconsin,WHHI,FM,91.3,,
Twitter,Kenosha,Wisconsin,WGTD,FM,91.1,,
Twitter,La Crosse,Wisconsin,WHLA,FM,90.3,,
Twitter,La Crosse,Wisconsin,WLSU,FM,88.9,,
Twitter,Madison,Wisconsin,WERN,FM,88.7,,
Twitter,Madison,Wisconsin,WHA,AM,970,,
Twitter,Madison,Wisconsin,WSHS,FM,91.7,,
Twitter,Menomonie,Wisconsin,WHWC,FM,88.3,,
Twitter,Menomonie,Wisconsin,WVSS,FM,90.7,,
Twitter,Milwaukee,Wisconsin,WUWM,FM,89.7,,
Twitter,Oshkosh,Wisconsin,WRST,FM,90.3,,
Twitter,Park Falls,Wisconsin,WHBM,FM,90.3,,
Twitter,Rhinelander,Wisconsin,WXPR,FM,91.7,,
Twitter,River Falls,Wisconsin,WRFW,FM,88.7,,
Twitter,Sheboygan,Wisconsin,WSHS,FM,91.7,,
Twitter,Sister Bay,Wisconsin,WHDI,FM,91.1,,
Twitter,Sister Bay,Wisconsin,WHND,FM,89.7,,
Twitter,Superior,Wisconsin,KUWS,FM,91.3,,
Twitter,Wausau,Wisconsin,WHRM,FM,90.9,,
Twitter,Wausau,Wisconsin,WLBL,FM,91.9,,
Twitter,Wausau,Wisconsin,WXPW,FM,91.9,,
Twitter,Afton,Wyoming,KUWA,FM,91.3,,
Twitter,Buffalo,Wyoming,KBUW,FM,90.5,,
Twitter,Casper,Wyoming,KUWC,FM,91.3,,
Twitter,Douglas,Wyoming,KDUW,FM,91.7,,
Twitter,Gillette,Wyoming,KUWG,FM,90.9,,
Twitter,Jackson,Wyoming,KUWJ,FM,90.3,,
Twitter,Laramie,Wyoming,KUWR,FM,91.9,,
Twitter,Newcastle,Wyoming,KUWN,FM,90.5,,
Twitter,Pinedale,Wyoming,KUWX,FM,90.9,,
Twitter,Powell,Wyoming,KUWP,FM,90.1,,
Twitter,Rock Springs,Wyoming,KUWZ,FM,90.5,,
Twitter,Sheridan,Wyoming,KSUW,FM,91.3,,
Twitter,Sundance,Wyoming,KUWD,FM,91.5,,
Twitter,Thermopolis,Wyoming,KUWT,FM,91.3,,
