Index,State,City,Wiki_name,Station Identifier,AM/FM,Channel Number,Twitter Handle,Alternate,Twitter,_merge,Empty_at_load
561,South Carolina,Rock Hill,Rock Hill,WNSC,FM,88.9,@SCPublicRadio,,Twitter,both,
630,Virginia,Roanoke,Roanoke,WVTF,FM,89.1,@Uva_Wise,,Twitter,both,
487,Ohio,Columbus,Columbus,WCBE,FM,90.5,@WCBE905Columbus,,Twitter,both,
486,Ohio,Cleveland,Cleveland,WCPN,FM,90.3,@WCPN,,Twitter,both,
628,Virginia,Norfolk,,WNSB,FM,91.1,@wcve,,Twitter,left_only,
533,Pennsylvania,Allentown,Allentown,WDIY,FM,88.1,@WDIYFM,,Twitter,both,
576,Tennessee,Johnson City,Johnson City,WETS,FM,89.5,@WETSFM,,Twitter,both,
625,Virginia,Marion,Marion,WVTR,FM,91.9,@WHRO,,Twitter,both,
626,Virginia,Norfolk,Norfolk,WHRO,FM,90.3,@whrvfm,,Twitter,both,
542,Pennsylvania,Philadelphia,Philadelphia,WHYY,FM,90.9,@whyy,,Twitter,both,
535,Pennsylvania,Harrisburg,Harrisburg,WITF,FM,89.5,@WITF,,Twitter,both,
579,Tennessee,Memphis,Memphis,WKNO,FM,91.1,@WKNOFM,,Twitter,both,
493,Ohio,Kent,Kent,WKSU,FM,89.7,@WKSU,,Twitter,both,
612,US Virgin Islands,St. Thomas,,WVGN,FM,107.3,@WKUF943,,Twitter,left_only,
621,Virginia,Christiansburg,Christiansburg,WWVT,AM,1260,@WMLUradio,,Twitter,both,
580,Tennessee,Murfreesboro,Murfreesboro,WMOT,FM,89.5,@WMOT,,Twitter,both,
622,Virginia,Farmville,Farmville,WMLU,FM,91.3,@WMRAPublicRadio,,Twitter,both,
551,Puerto Rico,San Juan,,WOSO,AM,1030,@WOSO1030AM,,Twitter,left_only,
488,Ohio,Columbus,,WOSU,AM,820,@WOSU,,Twitter,left_only,
481,Ohio,Cambridge,Cambridge,WOUC,FM,89.1,@wouc,,Twitter,both,
578,Tennessee,Madison,Madison,WPLN,AM,1430,@WPLN,,Twitter,both,
581,Tennessee,Nashville,Nashville,WPLN,FM,90.3,@WPLN,,Twitter,both,
549,Pennsylvania,State College,State College,WPSU,FM,91.5,@WPSU,,Twitter,both,
539,Pennsylvania,Johnstown,Johnstown,WQEJ,FM,89.7,@wqed,,Twitter,both,
546,Pennsylvania,Pittsburgh,Pittsburgh,WQED,FM,89.3,@WQEDFM,,Twitter,both,
534,Pennsylvania,Erie,Erie,WQLN,FM,91.3,@WQLN,,Twitter,both,
543,Pennsylvania,Philadelphia,Philadelphia,WRTI,FM,90.1,@WRTImusic,,Twitter,both,
613,Vermont,Bennington,Bennington,WBTN,FM,94.3,@WRUVFM,,Twitter,both,
577,Tennessee,Knoxville,Knoxville,WUOT,FM,91.9,@WUOTFM,,Twitter,both,
572,Tennessee,Chattanooga,Chattanooga,WUTC,FM,88.1,@WUTC_FM,,Twitter,both,
629,Virginia,Richmond,Richmond,WCVE,FM,88.9,@WVFTRADIOIQ,,Twitter,both,
548,Pennsylvania,Scranton,Scranton,WVIA,FM,89.9,@WVIATVFM,,Twitter,both,
544,Pennsylvania,Philadelphia,Philadelphia,WXPN,FM,88.5,@wxpnfm,,Twitter,both,
547,Pennsylvania,Pittsburgh,Pittsburgh,WYEP,FM,91.3,@WYEP,,Twitter,both,
505,Ohio,Yellow Springs,Yellow Springs,WYSO,FM,91.3,@WYSO,,Twitter,both,
506,Ohio,Youngstown,Youngstown,WYSU,FM,88.5,@WYSU,,Twitter,both,
588,Texas,Corpus Christi,Corpus Christi,KEDT,FM,90.3,@YourKEDT,,Twitter,both,
66,California,Northridge,Northridge,KCSN,FM,88.5,@885fmsocal,,Twitter,both,
246,Kentucky,Richmond,Richmond,WEKU,FM,88.9,@889weku,,Twitter,both,
28,Alaska,McGrath,,KSKO,AM,870,@89point5_KSKO,,Twitter,left_only,
68,California,Pacific Grove,Seaside,KAZU,FM,90.3,@903kazu,,Twitter,both,
54,California,Arcata,Arcata,KHSU,FM,90.5,@905khsu,,Twitter,both,
203,Indiana,Goshen,,WGCS,FM,91.1,@911TheGlobe,,Twitter,left_only,
9,Alabama,Muscle Shoals,Muscle Shoals,WQPR,FM,88.7,@Alpublicradio,,Twitter,both,
10,Alabama,Selma,Selma,WAPR,FM,88.3,@Alpublicradio,,Twitter,both,
11,Alabama,Tuscaloosa,Tuscaloosa,WUAL,FM,91.5,@Alpublicradio,,Twitter,both,
95,Colorado,Aspen,Aspen,KAJX,FM,91.5,@aspenpubradio,,Twitter,both,
44,Arizona,Tucson,Tucson,KUAZ,AM,1550,@azpm,,Twitter,both,
45,Arizona,Tucson,Tucson,KUAZ,FM,89.1,@azpm,,Twitter,both,
36,Arizona,Flagstaff,Flagstaff,KPUB,FM,91.7,@AZPubRadio,,Twitter,both,
37,Arizona,Flagstaff,Flagstaff,KNAU,FM,88.7,@AZPubRadio,,Twitter,both,
38,Arizona,Grand Canyon,Grand Canyon,KNAG,FM,90.3,@AZPubRadio,,Twitter,both,
42,Arizona,Prescott,Prescott,KNAQ,FM,89.3,@AZPubRadio,,Twitter,both,
43,Arizona,Show Low,Show Low,KNAA,FM,90.7,@AZPubRadio,,Twitter,both,
175,Idaho,Twin Falls,Twin Falls,KBSW,FM,91.7,@BSX915,,Twitter,both,
173,Idaho,Rexburg,Rexburg,KBYI,FM,100.5,@byuidahoradio,,Twitter,both,
88,California,Stockton,Sacramento,KUOP,FM,91.3,@capradionews,,Twitter,both,
89,California,Tahoe City,Tahoe City,KKTO,FM,90.5,@capradionews,,Twitter,both,
74,California,Sacramento,,KXJZ,FM,88.9,@capradionews,,Twitter,left_only,
75,California,Sacramento,,KXPR,FM,90.9,@capradionews,,Twitter,left_only,
63,California,Los Angeles,Los Angeles,KUSC,FM,91.5,@classicalkusc,,Twitter,both,
83,California,Santa Barbara,,KFAC,FM,88.7,@Classicalkusc,,Twitter,left_only,
179,Illinois,DeKalb,,WNIU,FM,90.5,@classicalwniu,,Twitter,left_only,
96,Colorado,Boulder,Boulder,KCFC,AM,1490,@copublicradio,,Twitter,both,
108,Colorado,Montrose,Montrose,KPRH,FM,88.3,@copublicradio,,Twitter,both,
111,Colorado,Pueblo,Pueblo,KCFP,FM,91.9,@copublicradio,,Twitter,both,
112,Colorado,Pueblo,Pueblo,KKPC,AM,1230,@copublicradio,,Twitter,both,
114,Colorado,Vail,Vail,KPRE,FM,89.9,@copublicradio,,Twitter,both,
101,Colorado,Delta,Delta,KPRU,FM,103.3,@cprclassical,,Twitter,both,
102,Colorado,Denver,,KCFR,AM,1340,@cprclassical,,Twitter,left_only,
104,Colorado,Denver,,KVOD,FM,90.1,@cprclassical,,Twitter,left_only,
159,Georgia,Warm Springs,Warm Springs,WJSP,FM,88.1,@gpbnewmedia,,Twitter,both,
148,Georgia,Augusta,Augusta,WACG,FM,90.7,@gpbradioaugusta,,Twitter,both,
156,Georgia,Savannah,Savannah,WSVH,FM,91.1,@gpbsavannah,,Twitter,both,
157,Georgia,Tifton,Tifton,WABR,FM,91.1,@gpbsavannah,,Twitter,both,
226,Kansas,Garden City,Garden City,KANZ,FM,91.1,@hppr,,Twitter,both,
228,Kansas,Hill City,Hill City,KZNA,FM,90.5,@hppr,,Twitter,both,
198,Indiana,Anderson,Anderson,WBSB,FM,89.5,@INPublicRadio,,Twitter,both,
204,Indiana,Hagerstown,Hagerstown,WBSH,FM,91.1,@INPublicRadio,,Twitter,both,
207,Indiana,Marion,Marion,WBSW,FM,90.9,@INPublicRadio,,Twitter,both,
208,Indiana,Muncie,Muncie,WBST,FM,92.1,@INPublicRadio,,Twitter,both,
211,Indiana,Portland,Portland,WBSJ,FM,91.7,@INpublicradio,,Twitter,both,
214,Iowa,Ames,Ames,WOI,AM,640,@iowapublicradio,,Twitter,both,
215,Iowa,Ames,Ames,WOI,FM,90.1,@iowapublicradio,,Twitter,both,
216,Iowa,Cedar Falls,Cedar Falls,KUNI,FM,90.9,@iowapublicradio,,Twitter,both,
220,Iowa,Iowa City,Iowa City,WSUI,AM,910,@iowapublicradio,,Twitter,both,
221,Iowa,Iowa City,Iowa City,KSUI,FM,91.7,@iowapublicradio,,Twitter,both,
222,Iowa,Mason City,Mason City,KRNI,AM,1010,@iowapublicradio,,Twitter,both,
299,Michigan,Interlochen,Interlochen,WIAA,FM,88.7,@IPRNewsRadio,,Twitter,both,
311,Michigan,Traverse City,Traverse City,WICA,FM,91.5,@iprnewsradio,,Twitter,both,
217,Iowa,Cedar Rapids,Cedar Rapids,KCCK,FM,88.3,@jazz883kcck,,Twitter,both,
146,Georgia,Atlanta,Atlanta,WCLK,FM,91.9,@Jazz919WCLKatl,,Twitter,both,
79,California,San Francisco,San Francisco,KALW,FM,91.7,@kalw,,Twitter,both,
51,Arkansas,Jonesboro,Jonesboro,KASU,FM,91.9,@kasuradio,,Twitter,both,
48,Arizona,Yuma,Yuma,KAWC,FM,88.9,@kawc,,Twitter,both,
47,Arizona,Yuma,,KAWC,AM,1320,@kawc,,Twitter,left_only,
321,Minnesota,Grand Rapids,Grand Rapids,KAXE,FM,91.7,@KAXE,,Twitter,both,
40,Arizona,Phoenix,Phoenix,KBAQ,FM,89.5,@kbaq,,Twitter,both,
22,Alaska,Homer,Homer,KBBI,AM,890,@KBBINews,,Twitter,both,
346,Missouri,Columbia,Columbia,KBIA,FM,91.3,@kbia,,Twitter,both,
355,Montana,Bozeman,Bozeman,KBMC,FM,102.1,@kbmc,,Twitter,both,
166,Idaho,Boise,Boise,KBSU,FM,90.3,@kbsu903,,Twitter,both,
165,Idaho,Boise,,KBSU,AM,730,@kbsu903,,Twitter,left_only,
167,Idaho,Boise,Boise,KBSX,FM,91.5,@kbsx915,,Twitter,both,
170,Idaho,McCall,McCall,KBSM,FM,91.7,@KBSX915,,Twitter,both,
100,Colorado,Crested Butte,Crested Butte,KBUT,FM,90.3,@kbutradio,,Twitter,both,
81,California,San Luis Obispo,San Luis Obispo,KCBX,FM,90.1,@kcbxfm,,Twitter,both,
27,Alaska,McCarthy,McCarthy,KXKM,FM,89.7,@kchuradio,,Twitter,both,
34,Alaska,Valdez,Valdez,KCHU,AM,770,@kchuradio,,Twitter,both,
90,California,Thousand Oaks,Thousand Oaks,KCLU,FM,88.3,@kclulive,,Twitter,both,
61,California,Indio,Indio,KCRI,FM,89.3,@kcrw,,Twitter,both,
67,California,Oxnard,Oxnard,KCRU,FM,89.1,@kcrw,,Twitter,both,
85,California,Santa Monica,Los Angeles,KCRW,FM,89.9,@kcrw,,Twitter,both,
86,California,Santa Monica,Santa Monica,KCRW,FM,89.9,@kcrw,,Twitter,both,
82,California,San Mateo,San Mateo,KCSM,FM,91.1,@kcsmjazz91,,Twitter,both,
348,Missouri,Kansas City,Kansas City,KCUR,FM,89.3,@kcur,,Twitter,both,
17,Alaska,Dillingham,Dillingham,KDLG,AM,670,@kdlgradio,,Twitter,both,
97,Colorado,Carbondale,,KDNK,FM,90.5,@kdnkradio,,Twitter,left_only,
252,Louisana,Monroe,,KEDM,FM,90.3,@kedmpublicradio,,Twitter,left_only,
354,Montana,Billings,Billings,KEMC,FM,91.7,@kemc,,Twitter,both,
29,Alaska,Petersburg,Petersburg,KFSK,FM,100.9,@KFSK1,,Twitter,both,
21,Alaska,Haines,Haines,KHNS,FM,102.3,@KHNS_FM,,Twitter,both,
62,California,Long Beach,,KKJZ,FM,88.1,@kjazz881,,Twitter,left_only,
41,Arizona,Phoenix,Phoenix,KJZZ,FM,91.5,@kjzzphoenix,,Twitter,both,
233,Kansas,Wichita,Wichita,KMUW,FM,89.1,@kmuw,,Twitter,both,
26,Alaska,Kodiak,Kodiak,KMXT,FM,100.1,@kmxtnews,,Twitter,both,
360,Montana,Havre,,KNMC,FM,90.1,@KNMCradio,,Twitter,left_only,
347,Missouri,Columbia,Columbia,KOPN,FM,89.5,@kopnfm,,Twitter,both,
113,Colorado,Telluride,Telluride,KOTO,FM,91.7,@koto_radio,,Twitter,both,
78,California,San Diego,San Diego,KPBS,FM,89.5,@kpbsnews,,Twitter,both,
70,California,Pasadena,Los Angeles,KPCC,FM,89.3,@kpcc,,Twitter,both,
71,California,Pasadena,Pasadena,KPCC,FM,89.3,@kpcc,,Twitter,both,
65,California,North Hollywood,,KPFK,FM,90.7,@KPFK,,Twitter,left_only,
161,Guam,Agana,,KPRG,FM,89.3,@kprgfm,,Twitter,left_only,
225,Kansas,Emporia,Emporia,KANH,FM,89.7,@kprnews,,Twitter,both,
230,Kansas,Lawrence,Lawrence,KANU,FM,91.5,@kprnews,,Twitter,both,
80,California,San Francisco,San Francisco,KQED,FM,88.5,@kqed,,Twitter,both,
25,Alaska,Ketchikan,Ketchikan,KRBD,FM,105.9,@KRBDRadio,,Twitter,both,
87,California,Santa Rosa,Santa Rosa,KRCB,FM,91.1,@krcbtv22,,Twitter,both,
98,Colorado,Colorado Springs,Colorado Springs,KRCC,FM,91.5,@krcc,,Twitter,both,
344,Missouri,Cape Girardeau,Cape Girardeau,KRCU,FM,90.9,@krcufm,,Twitter,both,
231,Kansas,Pittsburg,Pittsburg,KRPS,FM,89.9,@krps899,,Twitter,both,
251,Louisana,Lafayette,,KRVS,FM,88.7,@krvsmedia,,Twitter,left_only,
94,Colorado,Alamosa,Alamosa,KRZA,FM,88.7,@krzaradio,,Twitter,both,
99,Colorado,Cortez,Cortez,KSJD,FM,91.5,@ksjdradio,,Twitter,both,
12,Alaska,Anchorage,Anchorage,KSKA,FM,91.1,@kska,,Twitter,both,
69,California,Palm Springs,Palm Springs,KPSC,FM,88.5,@kspc,,Twitter,both,
35,Alaska,Wrangell,Wrangell,KSTK,FM,101.7,@kstkradio,,Twitter,both,
107,Colorado,Ignacio,Ignacio,KSUT,FM,91.3,@ksut,,Twitter,both,
32,Alaska,Talkeetna,Talkeetna,KTNA,FM,88.5,@ktna,,Twitter,both,
23,Alaska,Juneau,Juneau,KTOO,FM,104.3,@KTOOpubmedia,,Twitter,both,
18,Alaska,Fairbanks,Fairbanks,KUAC,FM,89.9,@kuacfmtv,,Twitter,both,
50,Arkansas,Fayetteville,Fayetteville,KUAF,FM,91.3,@kuaf,,Twitter,both,
53,Arkansas,Little Rock,Little Rock,KUAR,FM,89.1,@kuarpublicradio,,Twitter,both,
106,Colorado,Greeley,Greeley,KUNC,FM,91.5,@kunc,,Twitter,both,
84,California,Santa Cruz,,KUSP,FM,88.9,@kusp,,Twitter,left_only,
103,Colorado,Denver,Denver,KUVO,FM,89.3,@kuvojazz,,Twitter,both,
77,California,San Bernardino,San Bernardino,KVCR,FM,91.9,@kvcr_tvfm,,Twitter,both,
109,Colorado,Montrose,Montrose,KVMT,FM,89.1,@kvnfradio,,Twitter,both,
110,Colorado,Paonia,Paonia,KVNF,FM,90.9,@kvnfradio,,Twitter,both,
55,California,Bakersfield,Bakersfield,KPRX,FM,89.1,@kvpr,,Twitter,both,
59,California,Fresno,Fresno,KVPR,FM,89.3,@kvpr,,Twitter,both,
224,Iowa,Sioux City,Sioux City,KWIT,FM,90.3,@kwitkoji,,Twitter,both,
349,Missouri,Maryville,Maryville,KXCV,FM,90.5,@kxcvkrnw,,Twitter,both,
13,Alaska,Barrow,Barrow,KBRW,AM,680,@kyuknews,,Twitter,both,
14,Alaska,Barrow,Barrow,KBRW,FM,91.9,@kyuknews,,Twitter,both,
15,Alaska,Bethel,Bethel,KYUK,AM,640,@kyuknews,,Twitter,both,
72,California,Philo,Philo,KZYX,FM,90.7,@kzyxmusic,,Twitter,both,
92,California,Willits,Willits,KZYZ,FM,91.5,@kzyzfm,,Twitter,both,
302,Michigan,Lansing,,WLNZ,FM,89.7,@LCCRadio,,Twitter,left_only,
256,Maine,Bangor,Bangor,WMEH,FM,90.9,@MainePublic,,Twitter,both,
257,Maine,Calais,Calais,WMED,FM,89.7,@MainePublic,,Twitter,both,
260,Maine,Presque Isle,Presque Isle,WMEM,FM,106.1,@mainepublic,,Twitter,both,
261,Maine,Waterville,Waterville,WMEW,FM,91.3,@mainepublic,,Twitter,both,
288,Michigan,Ann Arbor,Ann Arbor,WUOM,FM,91.7,@MichiganRadio,,Twitter,both,
294,Michigan,Flint,Flint,WFUM,FM,91.1,@michiganradio,,Twitter,both,
296,Michigan,Grand Rapids,Grand Rapids,WVGR,FM,104.1,@michiganradio,,Twitter,both,
337,Mississippi,Jackson,Jackson,WMPN,FM,91.3,@MPBNews,@MPBOnline,Twitter,both,
259,Maine,Lewiston,Portland,WMEA,FM,90.1,@MPBNnews,,Twitter,both,
331,Mississippi,Biloxi,Biloxi,WMAH,FM,90.3,@mpbonline,,Twitter,both,
338,Mississippi,Lorman,Lorman,WPRL,FM,91.7,@mpbonline,,Twitter,both,
339,Mississippi,Meridian,Meridian,WMAW,FM,88.1,@mpbonline,,Twitter,both,
341,Mississippi,Oxford,Oxford,WMAV,FM,90.3,@mpbonline,,Twitter,both,
315,Minnesota,Appleton,Appleton,KNCM,FM,88.5,@mprnews,,Twitter,both,
316,Minnesota,Bemidji,Bemidji,KNBJ,FM,91.3,@mprnews,,Twitter,both,
318,Minnesota,Buhl,Buhl,WIRN,FM,92.5,@mprnews,,Twitter,both,
319,Minnesota,Collegeville,St. Cloud,KNSR,FM,88.9,@mprnews,,Twitter,both,
320,Minnesota,Duluth,Cloquet,WSCN,FM,100.5,@mprnews,,Twitter,both,
322,Minnesota,La Crescent,La Crescent,KXLC,FM,91.1,@mprnews,,Twitter,both,
323,Minnesota,Moorhead,Moorhead,KCCD,FM,90.3,@mprnews,,Twitter,both,
325,Minnesota,Rochester,Rochester,KMSE,FM,88.7,@mprnews,,Twitter,both,
327,Minnesota,St. Paul,Minneapolis,KNOW,FM,91.1,@mprnews,,Twitter,both,
328,Minnesota,St. Peters,Mankato,KNGA,FM,91.5,@mprnews,,Twitter,both,
330,Minnesota,Worthington,Worthington,KNSW,FM,91.7,@mprnews,,Twitter,both,
324,Minnesota,Northfield,,WCAL,FM,89.3,@mprnews,,Twitter,left_only,
326,Minnesota,Rochester,,KZSE,FM,90.7,@mprnews,,Twitter,left_only,
244,Kentucky,Morehead,Morehead,WMKY,FM,90.3,@mspr903fm,,Twitter,both,
361,Montana,Helena,Helena,KUHM,FM,91.7,@mtpublicradio,,Twitter,both,
362,Montana,Kalispell,Kalispell,KUKL,FM,89.9,@mtpublicradio,,Twitter,both,
364,Montana,Missoula,Missoula,KUFM,FM,89.1,@mtpublicradio,,Twitter,both,
143,Georgia,Albany,Albany,WUNV,FM,91.7,@mygpb,,Twitter,both,
149,Georgia,Brunswick,Brunswick,WWIO,FM,89.1,@mygpb,,Twitter,both,
152,Georgia,Dahlonega,Dahlonega,WNGU,FM,89.5,@mygpb,,Twitter,both,
153,Georgia,Demorest,Demorest,WPPR,FM,88.3,@mygpb,,Twitter,both,
154,Georgia,Ft. Gaines,Fort Gaines,WJWV,FM,90.9,@mygpb,,Twitter,both,
158,Georgia,Valdosta,Valdosta,WWET,FM,91.7,@mygpb,,Twitter,both,
160,Georgia,Waycross,Waycross,WXVS,FM,90.1,@mygpb,,Twitter,both,
155,Georgia,Macon,,WDCO,FM,89.7,@mygpb,,Twitter,left_only,
368,Nebraska,Hastings,Hastings,KHNE,FM,89.1,@NETNebraska,,Twitter,both,
193,Illinois,Springfield,Springfield,WUIS,FM,91.9,@nprillinois,,Twitter,both,
57,California,Chico,Chico,KCHO,FM,91.7,@nsprnews,,Twitter,both,
73,California,Redding,Redding,KFPR,FM,88.9,@nsprnews,,Twitter,both,
171,Idaho,Moscow,Moscow,KRFA,FM,91.7,@nwpbclassical,,Twitter,both,
24,Alaska,Kenai,Kenai,KDLL,FM,91.9,@pickle_hill,,Twitter,both,
229,Kansas,Hutchinson,Hutchinson,KHCC,FM,90.1,@radiokansas,,Twitter,both,
232,Kansas,Salina,Salina,KHCD,FM,89.5,@radiokansas,,Twitter,both,
30,Alaska,Sitka,Sitka,KCAW,FM,104.7,@ravenradio,,Twitter,both,
248,Louisana,Alexandria,,KLSA,FM,90.7,@rrrpublicradio,,Twitter,left_only,
254,Louisana,Shreveport,,KDAQ,FM,89.9,@rrrpublicradio,,Twitter,left_only,
168,Idaho,Bonners Ferry,Bonners Ferry,KIBX,FM,92.1,@sprlocalnews,,Twitter,both,
249,Louisana,Baton Rouge,,WBRH,FM,90.3,@talk1073,,Twitter,left_only,
329,Minnesota,Thief River Falls,Thief River Falls,KNTN,FM,102.7,@TRFRADIO,,Twitter,both,
182,Illinois,LaSalle,LaSalle,WNIW,FM,91.5,@tristatespr,,Twitter,both,
183,Illinois,Macomb,Macomb,WIUM,FM,91.3,@tristatespr,,Twitter,both,
1,Alabama,Dothan,Dothan,WRWA,FM,88.7,@troypublicradio,,Twitter,both,
8,Alabama,Montgomery/Troy,Montgomery/Troy,WTSU,FM,89.9,@troypublicradio,,Twitter,both,
151,Georgia,Columbus,Columbus,WTJB,FM,91.7,@TROYUNews,,Twitter,both,
145,Georgia,Atlanta,Atlanta,WABE,FM,90.1,@wabenews,,Twitter,both,
276,Massachusetts,Great Barrington,Great Barrington,WAMQ,FM,105.1,@wamcradio,,Twitter,both,
122,District of Columbia,Washington,Washington,WAMU,FM,88.5,@wamu885,,Twitter,both,
206,Indiana,Lafayette,West Lafayette,WBAA,AM,920,@wbaanews,@wbaaradio,Twitter,both,
213,Indiana,West Lafayette,West Lafayette,WBAA,FM,101.3,@wbaaradio,@wbaanews,Twitter,both,
178,Illinois,Chicago,Chicago,WBEZ,FM,91.5,@wbez,,Twitter,both,
0,Alabama,Birmingham,Birmingham,WBHM,FM,90.3,@WBHM,,Twitter,both,
2,Alabama,Gadsden,Gadsden,WSGN,FM,91.5,@WBHM903,,Twitter,both,
202,Indiana,Fort Wayne,,WBNI,FM,89.1,@WBNI941,,Twitter,left_only,
210,Indiana,Orland,,WBOI,FM,91.3,@wboi,,Twitter,left_only,
272,Massachusetts,Boston,Boston,WBUR,FM,90.9,@WBUR,,Twitter,both,
282,Massachusetts,W.Yarmouth,,WBUR,AM,1240,@wbur,,Twitter,left_only,
283,Massachusetts,Woods Hole,Woods Hole,WCAI,FM,90.1,@wcai_npr,,Twitter,both,
187,Illinois,Peoria,Peoria,WCBU,FM,89.9,@WCBURadio,,Twitter,both,
287,Michigan,Alpena,Alpena,WCML,FM,91.7,@wcmunews,,Twitter,both,
297,Michigan,Harbor Springs,Harbor Springs,WCMW,FM,103.9,@wcmunews,,Twitter,both,
305,Michigan,Mt. Pleasant,Mt. Pleasant,WCMU,FM,89.5,@WCMUNews,@WCMUTV,Twitter,both,
309,Michigan,Sault Ste. Marie,Sault Ste. Marie,WCMZ,FM,98.3,@wcmunews,@wcmutv,Twitter,both,
290,Michigan,Detroit,Detroit,WDET,FM,101.9,@wdet,,Twitter,both,
162,Hawaii,Honolulu,Honolulu,KHPR,FM,88.1,@wearehpr,,Twitter,both,
163,Hawaii,Honolulu,Honolulu,KIPO,FM,89.3,@wearehpr,,Twitter,both,
120,Connecticut,Willimantic,Willimantic,WECS,FM,90.1,@wecsfm,,Twitter,both,
314,Michigan,Ypsilanti,Ypsilanti,WEMU,FM,89.1,@wemu891,,Twitter,both,
123,District of Columbia,Washington,Washington,WETA,FM,90.9,@wetatvfm,,Twitter,both,
270,Massachusetts,Amherst,Amherst,WFCR,FM,88.5,@wfcr885,,Twitter,both,
177,Illinois,Champaign,,WEFT,FM,90.1,@WFETradio,,Twitter,left_only,
130,Florida,Melbourne,Melbourne,WFIT,FM,89.5,@wfit895fm,,Twitter,both,
199,Indiana,Bloomington,Bloomington,WFIU,FM,103.7,@wfiu,,Twitter,both,
242,Kentucky,Louisville,Louisville,WFPK,FM,91.9,@wfpk,,Twitter,both,
243,Kentucky,Louisville,Louisville,WFPL,FM,89.3,@wfplnews,,Twitter,both,
134,Florida,Panama City,Panama City,WFSW,FM,89.1,@wfsu,,Twitter,both,
138,Florida,Tallahassee,Tallahassee,WFSQ,FM,91.5,@wfsumedia,,Twitter,both,
139,Florida,Tallahassee,Tallahassee,WFSU,FM,88.9,@wfsumedia,,Twitter,both,
205,Indiana,Indianapolis,Indianapolis,WFYI,FM,90.1,@wfyi,,Twitter,both,
273,Massachusetts,Boston,Boston,WGBH,FM,89.7,@wgbh,,Twitter,both,
124,Florida,Ft. Myers,Ft. Myers,WGCU,FM,90.1,@wgcu,,Twitter,both,
185,Illinois,Normal,Normal,WGLT,FM,89.1,@wgltnews,,Twitter,both,
286,Michigan,Allendale,Allendale,WGVU,FM,88.5,@WGVUPublicMedia,,Twitter,both,
301,Michigan,Kentwood,Kentwood,WGVU,AM,1480,@WGVUPublicMedia,,Twitter,both,
6,Alabama,Mobile,Mobile,WHIL,FM,91.3,@WHILFM,,Twitter,both,
285,Massachusetts,Worcester,Worcester,WICN,FM,90.5,@WICN905,,Twitter,both,
195,Illinois,Urbana,Urbana,WILL,AM,580,@willpublicmedia,,Twitter,both,
196,Illinois,Urbana,,WILL,FM,90.9,@willpublicmedia,,Twitter,left_only,
3,Alabama,Huntsville,Huntsville,WJAB,FM,90.9,@WJAB-TV,,Twitter,both,
128,Florida,Jacksonville,Jacksonville,WJCT,FM,89.9,@wjctjax,,Twitter,both,
292,Michigan,East Lansing,East Lansing,WKAR,AM,870,@wkar,,Twitter,both,
293,Michigan,East Lansing,East Lansing,WKAR,FM,90.5,@wkar,,Twitter,both,
135,Florida,Panama City,Panama City,WKGC,AM,1480,@WKGCNews,,Twitter,both,
136,Florida,Panama City,Panama City,WKGC,FM,90.7,@WKGCNews,,Twitter,both,
269,Maryland,Worton,Worton,WKHS,FM,90.5,@wkhsradio,,Twitter,both,
245,Kentucky,Murray,Murray,WKMS,FM,91.3,@wkms,,Twitter,both,
235,Kentucky,Bowling Green,Bowling Green,WKYU,FM,88.9,@wkupublicradio,,Twitter,both,
236,Kentucky,Elizabethtown,Elizabethtown,WKUE,FM,90.9,@wkupublicradio,,Twitter,both,
239,Kentucky,Henderson,Henderson,WKPB,FM,89.5,@wkupublicradio,,Twitter,both,
247,Kentucky,Somerset,Somerset,WDCL,FM,89.7,@wkupublicradio,,Twitter,both,
5,Alabama,Jacksonville,Jacksonville,WLJS,FM,91.9,@WLJS_919,,Twitter,both,
4,Alabama,Huntsville,Huntsville,WLRH,FM,89.3,@WLRH_893FMHD,,Twitter,both,
131,Florida,Miami,Miami,WLRN,FM,91.3,@wlrn,,Twitter,both,
132,Florida,Orlando,Orlando,WMFE,FM,90.7,@wmfeorlando,,Twitter,both,
140,Florida,Tampa,Tampa,WMNF,FM,88.5,@wmnf,,Twitter,both,
300,Michigan,Kalamazoo,Kalamazoo,WMUK,FM,102.1,@wmuk1021,,Twitter,both,
191,Illinois,Rockford,DeKalb,WNIJ,FM,89.5,@wnijnews,,Twitter,both,
192,Illinois,Rockford,Rockford,WNIJ,FM,89.5,@wnijnews,,Twitter,both,
194,Illinois,Sterling,Sterling,WNIQ,FM,91.5,@wnijnews,,Twitter,both,
201,Indiana,Evansville,Evansville,WNIN,FM,88.3,@WNIN,,Twitter,both,
240,Kentucky,Highland Heights,,WNKU,FM,89.7,@wnku,,Twitter,left_only,
304,Michigan,Marquette,Marquette,WNMU,FM,90.1,@WNMU,,Twitter,both,
118,Connecticut,Stamford,Stamford,WEDW,FM,88.5,@wnpr,,Twitter,both,
116,Connecticut,Meriden,,WPKT,FM,90.5,@wnpr,,Twitter,left_only,
117,Connecticut,Norwich,,WNPR,FM,89.1,@wnpr,,Twitter,left_only,
125,Florida,Ft. Pierce,Ft. Pierce,WQCS,FM,88.9,@wqcsnews,,Twitter,both,
188,Illinois,Pittsfield,Pittsfield,WIPA,FM,89.3,@wqub,,Twitter,both,
147,Georgia,Atlanta,,WRFG,FM,89.3,@wrfgatlanta,,Twitter,left_only,
