,State,Agency name,Latitude,Longitude,2012 Crimes,2013 Crimes,2014 Crimes,2015 Crimes,2016 Crimes,Total Crimes
787,Florida,Winter Garden,28.5652787,-81.58618469999999,0.0,0.0,1.0,0.0,0.0,1.0
788,Georgia,Athens-Clarke County,33.9519347,-83.357567,0.0,0.0,0.0,0.0,0.0,0.0
789,Georgia,Atlanta,33.7489954,-84.3879824,0.0,8.0,3.0,2.0,0.0,13.0
790,Georgia,Berry College,34.290361,-85.189199,1.0,0.0,0.0,0.0,0.0,1.0
791,Georgia,Columbus,32.4609764,-84.9877094,2.0,0.0,0.0,0.0,0.0,2.0
792,Georgia,Conyers,33.6676103,-84.01769039999999,0.0,1.0,0.0,0.0,1.0,2.0
793,Georgia,Georgia Institute of Technology,33.7756178,-84.39628499999999,0.0,0.0,0.0,2.0,0.0,2.0
794,Georgia,Kennesaw State University,34.0380784,-84.5815717,0.0,0.0,0.0,0.0,0.0,0.0
795,Georgia,University of Georgia,33.9480053,-83.3773221,4.0,3.0,0.0,2.0,1.0,10.0
796,Georgia,Villa Rica,33.732052,-84.9191081,0.0,1.0,0.0,0.0,0.0,1.0
797,Idaho,Bellevue,43.4635179,-114.2605999,0.0,0.0,0.0,0.0,0.0,0.0
798,Idaho,Blackfoot,43.19047090000001,-112.3449773,0.0,0.0,0.0,0.0,0.0,0.0
799,Idaho,Boise,43.6187102,-116.2146068,13.0,9.0,10.0,3.0,2.0,37.0
800,Idaho,Caldwell,43.66293839999999,-116.6873596,0.0,1.0,0.0,1.0,0.0,2.0
801,Idaho,Chubbuck,42.9207477,-112.4660912,0.0,3.0,0.0,0.0,1.0,4.0
802,Idaho,Coeur d'Alene,47.6776832,-116.7804664,5.0,2.0,1.0,1.0,5.0,14.0
803,Idaho,Garden City,43.6221108,-116.2381744,1.0,0.0,0.0,0.0,0.0,1.0
804,Idaho,Grangeville,45.926552,-116.1223654,1.0,0.0,0.0,0.0,0.0,1.0
805,Idaho,Hailey,43.51962880000001,-114.3153245,0.0,1.0,0.0,0.0,0.0,1.0
806,Idaho,Jerome,42.7240732,-114.5186534,0.0,0.0,1.0,0.0,0.0,1.0
807,Idaho,Kimberly,42.5338019,-114.3647561,0.0,0.0,0.0,1.0,0.0,1.0
808,Idaho,Lewiston,46.4004089,-117.001189,0.0,0.0,1.0,0.0,0.0,1.0
809,Idaho,Meridian,43.6121087,-116.3915131,1.0,0.0,0.0,0.0,2.0,3.0
810,Idaho,Montpelier,42.3221498,-111.2977044,0.0,1.0,0.0,0.0,0.0,1.0
811,Idaho,Moscow,46.73238749999999,-117.000165,0.0,0.0,0.0,0.0,0.0,0.0
812,Idaho,Mountain Home,43.1329504,-115.6911975,0.0,0.0,0.0,0.0,1.0,1.0
813,Idaho,Nampa,43.5407172,-116.5634625,2.0,4.0,3.0,1.0,2.0,12.0
814,Idaho,Osburn,47.5060379,-115.9993296,0.0,0.0,0.0,1.0,0.0,1.0
815,Idaho,Payette,44.0782195,-116.9337711,0.0,2.0,1.0,0.0,1.0,4.0
816,Idaho,Pocatello,42.8713032,-112.4455344,0.0,0.0,1.0,2.0,3.0,6.0
817,Idaho,Post Falls,47.7179578,-116.9515856,0.0,0.0,0.0,1.0,0.0,1.0
818,Idaho,Rexburg,43.8231096,-111.7924237,0.0,0.0,0.0,1.0,0.0,1.0
819,Idaho,Shoshone,42.9360165,-114.4058752,0.0,0.0,0.0,0.0,0.0,0.0
820,Idaho,Spirit Lake,47.9662924,-116.8685314,0.0,0.0,0.0,0.0,0.0,0.0
821,Idaho,St. Maries,47.3143541,-116.5626675,0.0,0.0,0.0,1.0,0.0,1.0
822,Idaho,Twin Falls,42.5558381,-114.4700518,1.0,1.0,0.0,1.0,2.0,5.0
823,Illinois,Addison,41.931696,-87.9889556,0.0,0.0,1.0,0.0,0.0,1.0
824,Illinois,Algonquin,42.1655801,-88.29424929999999,1.0,0.0,0.0,0.0,2.0,3.0
825,Illinois,Altamont,39.061988,-88.74811079999999,1.0,0.0,0.0,0.0,0.0,1.0
826,Illinois,Arlington Heights,42.0883603,-87.98062650000001,0.0,0.0,1.0,0.0,0.0,1.0
827,Illinois,Aurora,41.7605849,-88.32007150000001,1.0,0.0,3.0,1.0,3.0,8.0
828,Illinois,Bartlett,41.9950276,-88.1856301,0.0,2.0,1.0,0.0,0.0,3.0
829,Illinois,Batavia,41.8500284,-88.3125738,0.0,0.0,1.0,0.0,0.0,1.0
830,Illinois,Beardstown,40.0175483,-90.42429159999999,1.0,0.0,1.0,0.0,0.0,2.0
831,Illinois,Beecher,41.34059,-87.6214286,0.0,0.0,0.0,1.0,0.0,1.0
832,Illinois,Belleville,38.5200504,-89.9839935,0.0,0.0,0.0,1.0,0.0,1.0
833,Illinois,Bellwood,41.8814197,-87.883117,1.0,0.0,0.0,0.0,0.0,1.0
834,Illinois,Berwyn,41.85058739999999,-87.7936685,0.0,1.0,0.0,1.0,3.0,5.0
835,Illinois,Bloomington,40.4842027,-88.99368729999999,1.0,0.0,1.0,1.0,0.0,3.0
836,Illinois,Bradley,41.14197679999999,-87.8611535,0.0,0.0,0.0,0.0,3.0,3.0
837,Illinois,Braidwood,41.2650318,-88.21228230000001,0.0,0.0,0.0,0.0,1.0,1.0
838,Illinois,Cairo,37.0053293,-89.1764608,0.0,0.0,1.0,0.0,0.0,1.0
839,Illinois,Canton,40.5580945,-90.03511669999999,1.0,0.0,0.0,0.0,0.0,1.0
840,Illinois,Carol Stream,41.91252859999999,-88.13479269999999,0.0,1.0,0.0,0.0,0.0,1.0
841,Illinois,Carpentersville,42.1211364,-88.2578582,1.0,0.0,0.0,0.0,0.0,1.0
842,Illinois,Centralia,38.5285169,-89.1316944,1.0,0.0,1.0,1.0,1.0,4.0
843,Illinois,Champaign,40.1164204,-88.2433829,0.0,1.0,0.0,1.0,1.0,3.0
844,Illinois,Charleston,39.4961458,-88.1761521,0.0,0.0,0.0,0.0,1.0,1.0
845,Illinois,Chester,37.9136628,-89.82205049999999,0.0,1.0,0.0,0.0,0.0,1.0
846,Illinois,Chicago,41.8781136,-87.6297982,6.0,27.0,33.0,27.0,35.0,128.0
847,Illinois,Chicago Ridge,41.7014217,-87.77921959999999,0.0,0.0,0.0,1.0,0.0,1.0
848,Illinois,Collinsville,38.6703266,-89.9845476,0.0,0.0,0.0,0.0,1.0,1.0
849,Illinois,Crest Hill,41.554753,-88.0986709,1.0,0.0,1.0,0.0,0.0,2.0
850,Illinois,Crete,41.4444791,-87.6314312,0.0,0.0,0.0,0.0,0.0,0.0
851,Illinois,Crystal Lake,42.2411344,-88.31619649999999,2.0,1.0,1.0,0.0,1.0,5.0
852,Illinois,Danville,40.124481,-87.6300207,0.0,0.0,0.0,1.0,0.0,1.0
853,Illinois,De Kalb,41.9294736,-88.75036469999999,1.0,1.0,2.0,1.0,1.0,6.0
854,Illinois,Decatur,39.8403147,-88.9548001,1.0,0.0,0.0,0.0,0.0,1.0
855,Illinois,Des Plaines,42.0333623,-87.88339909999999,1.0,0.0,0.0,0.0,0.0,1.0
856,Illinois,Dixon,41.8389213,-89.47954779999999,0.0,0.0,0.0,0.0,0.0,0.0
857,Illinois,Downers Grove,41.8089191,-88.01117459999999,0.0,0.0,0.0,0.0,1.0,1.0
858,Illinois,Effingham,39.1200418,-88.5433829,0.0,0.0,0.0,0.0,2.0,2.0
859,Illinois,Elgin,42.0354084,-88.2825668,0.0,0.0,0.0,1.0,0.0,1.0
860,Illinois,Elk Grove Village,42.0039178,-87.9703461,0.0,0.0,0.0,0.0,1.0,1.0
861,Illinois,Eureka,40.7214251,-89.2728627,0.0,0.0,1.0,0.0,0.0,1.0
862,Illinois,Evanston,42.0450722,-87.68769689999999,1.0,0.0,0.0,1.0,0.0,2.0
863,Illinois,Fairbury,40.7472566,-88.5147789,1.0,0.0,0.0,0.0,0.0,1.0
864,Illinois,Flossmoor,41.5428123,-87.6847684,0.0,0.0,0.0,0.0,1.0,1.0
865,Illinois,Galesburg,40.94781580000001,-90.3712395,0.0,0.0,1.0,0.0,0.0,1.0
866,Illinois,Geneseo,41.4480902,-90.1542848,0.0,0.0,0.0,1.0,0.0,1.0
867,Illinois,Glenview,42.0697509,-87.7878408,0.0,0.0,1.0,1.0,0.0,2.0
868,Illinois,Glenwood,41.5425349,-87.6022658,0.0,0.0,0.0,0.0,1.0,1.0
869,Illinois,Grayslake,42.34446639999999,-88.04174599999999,0.0,0.0,1.0,1.0,1.0,3.0
870,Illinois,Harvey,41.6100344,-87.6467131,0.0,1.0,0.0,0.0,0.0,1.0
871,Illinois,Hillsboro,39.1611586,-89.4936989,0.0,0.0,1.0,0.0,0.0,1.0
872,Illinois,Hoffman Estates,42.0629915,-88.12271989999999,0.0,0.0,1.0,0.0,0.0,1.0
873,Illinois,Homewood,41.5572567,-87.6656014,0.0,0.0,1.0,0.0,1.0,2.0
874,Illinois,Irving,39.2058801,-89.4045304,0.0,1.0,0.0,0.0,0.0,1.0
875,Illinois,Joliet,41.525031,-88.0817251,1.0,0.0,1.0,0.0,1.0,3.0
876,Illinois,La Grange,41.8050314,-87.8692254,2.0,1.0,1.0,0.0,0.0,4.0
877,Illinois,La Salle,41.3621503,-89.0418249,0.0,0.0,0.0,0.0,0.0,0.0
878,Illinois,Lombard,41.8800296,-88.00784349999999,0.0,0.0,1.0,1.0,0.0,2.0
879,Illinois,Lyons,41.8133651,-87.8181128,0.0,0.0,0.0,0.0,0.0,0.0
880,Illinois,Macomb,40.4592076,-90.67179709999999,0.0,0.0,0.0,1.0,0.0,1.0
881,Illinois,Marissa,38.2500481,-89.75009879999999,0.0,0.0,0.0,1.0,0.0,1.0
882,Illinois,Mokena,41.5261437,-87.8892189,0.0,1.0,0.0,0.0,1.0,2.0
883,Illinois,Moline,41.5067003,-90.51513419999999,0.0,1.0,0.0,0.0,0.0,1.0
884,Illinois,Monmouth,40.9114271,-90.64735759999999,0.0,0.0,0.0,2.0,1.0,3.0
885,Illinois,Morrison,41.80975100000001,-89.9651186,0.0,0.0,0.0,0.0,0.0,0.0
886,Illinois,Morton,40.6128161,-89.45926089999999,0.0,0.0,0.0,0.0,0.0,0.0
887,Illinois,Moweaqua,39.6247614,-89.01896839999999,0.0,0.0,0.0,1.0,0.0,1.0
888,Illinois,New Lenox,41.5119761,-87.9656098,0.0,0.0,0.0,0.0,1.0,1.0
889,Illinois,Normal,40.5142026,-88.9906312,0.0,0.0,2.0,2.0,3.0,7.0
890,Illinois,North Chicago,42.325578,-87.8411818,0.0,0.0,0.0,3.0,0.0,3.0
891,Illinois,North Riverside,41.8428094,-87.8231138,0.0,0.0,0.0,1.0,0.0,1.0
892,Illinois,Northern Illinois University,41.9294736,-88.75036469999999,0.0,0.0,0.0,0.0,0.0,0.0
893,Illinois,"Northwestern University, Chicago",41.8945828,-87.6231706,0.0,0.0,1.0,0.0,0.0,1.0
894,Illinois,"Northwestern University, Evanston",42.0564594,-87.67526699999999,0.0,3.0,0.0,0.0,0.0,3.0
895,Illinois,O'Fallon,38.592323,-89.910991,0.0,0.0,1.0,0.0,0.0,1.0
896,Illinois,Oak Forest,41.6028116,-87.74393839999999,1.0,0.0,0.0,1.0,0.0,2.0
897,Illinois,Oak Lawn,41.719978,-87.7479528,0.0,0.0,1.0,0.0,1.0,2.0
898,Illinois,Olney,38.7308811,-88.0853154,0.0,0.0,0.0,0.0,0.0,0.0
899,Illinois,Orland Park,41.6303103,-87.85394250000002,0.0,0.0,0.0,1.0,0.0,1.0
900,Illinois,Palestine,39.0036537,-87.612802,0.0,0.0,1.0,0.0,0.0,1.0
901,Illinois,Pekin,40.5675388,-89.640658,0.0,2.0,0.0,0.0,1.0,3.0
902,Illinois,Peoria,40.6936488,-89.5889864,1.0,3.0,1.0,0.0,1.0,6.0
903,Illinois,Plainfield,41.632223,-88.2120315,0.0,0.0,0.0,0.0,2.0,2.0
904,Illinois,Plano,41.6628076,-88.5370197,0.0,0.0,0.0,0.0,0.0,0.0
905,Illinois,Quincy,39.9356016,-91.4098726,1.0,1.0,0.0,0.0,0.0,2.0
906,Illinois,Rantoul,40.3083672,-88.1558785,0.0,0.0,1.0,1.0,0.0,2.0
907,Illinois,Robinson,39.0053201,-87.7391935,0.0,0.0,0.0,0.0,1.0,1.0
908,Illinois,Rockford,42.2711311,-89.0939952,6.0,3.0,1.0,2.0,3.0,15.0
909,Illinois,Rolling Meadows,42.0841936,-88.0131275,0.0,0.0,0.0,1.0,0.0,1.0
910,Illinois,Roscoe,42.4133505,-89.0092741,0.0,1.0,0.0,0.0,0.0,1.0
911,Illinois,Round Lake Park,42.3569661,-88.0767474,0.0,0.0,0.0,1.0,0.0,1.0
912,Illinois,Salem,38.6269929,-88.9456158,0.0,0.0,0.0,0.0,1.0,1.0
913,Illinois,Schaumburg,42.0333607,-88.0834059,0.0,0.0,1.0,1.0,0.0,2.0
914,Illinois,Shiloh,38.5614383,-89.8973233,0.0,0.0,1.0,0.0,0.0,1.0
915,Illinois,Silvis,41.51225609999999,-90.4151301,0.0,0.0,0.0,1.0,0.0,1.0
916,Illinois,Skokie,42.0324025,-87.7416246,3.0,3.0,0.0,1.0,0.0,7.0
917,Illinois,"Southern Illinois University, Carbondale",37.7090577,-89.22491339999999,0.0,0.0,0.0,0.0,1.0,1.0
918,Illinois,Springfield,39.78172130000001,-89.6501481,8.0,5.0,2.0,2.0,2.0,19.0
919,Illinois,St. Charles,41.9141945,-88.3086867,0.0,1.0,0.0,0.0,0.0,1.0
920,Illinois,Sterling,41.788642,-89.69621939999999,0.0,0.0,0.0,0.0,0.0,0.0
921,Illinois,Streamwood,42.0255827,-88.17840849999999,0.0,0.0,1.0,0.0,0.0,1.0
922,Illinois,Summit,41.7880876,-87.810334,1.0,0.0,0.0,0.0,0.0,1.0
923,Illinois,Tinley Park,41.5731442,-87.7932939,1.0,0.0,0.0,0.0,0.0,1.0
924,Illinois,Tuscola,39.7991985,-88.28310379999999,0.0,0.0,0.0,0.0,0.0,0.0
925,Illinois,"University of Illinois, Springfield",39.7290207,-89.61765400000002,0.0,1.0,0.0,0.0,0.0,1.0
926,Illinois,"University of Illinois, Urbana",40.1019523,-88.2271615,0.0,0.0,1.0,0.0,0.0,1.0
927,Illinois,Urbana,40.1105875,-88.2072697,1.0,2.0,1.0,1.0,1.0,6.0
928,Illinois,Wamac,38.5089381,-89.1406267,0.0,0.0,1.0,0.0,0.0,1.0
929,Illinois,West Chicago,41.8847507,-88.2039607,0.0,0.0,1.0,0.0,1.0,2.0
930,Illinois,West Frankfort,37.8985966,-88.9233622,1.0,0.0,0.0,0.0,0.0,1.0
931,Illinois,Western Illinois University,40.4726649,-90.685397,2.0,0.0,0.0,0.0,0.0,2.0
932,Illinois,Wheeling,42.1391927,-87.9289591,1.0,0.0,0.0,1.0,0.0,2.0
933,Illinois,Winnetka,42.10808340000001,-87.735895,1.0,0.0,0.0,0.0,0.0,1.0
934,Illinois,Wood River,38.861159,-90.0976069,1.0,0.0,1.0,0.0,0.0,2.0
935,Illinois,Woodstock,42.3147436,-88.44870209999999,0.0,0.0,0.0,0.0,1.0,1.0
936,Indiana,Anderson,40.1053196,-85.6802541,0.0,0.0,1.0,0.0,0.0,1.0
937,Indiana,Ball State University,40.2061028,-85.40698599999999,0.0,1.0,0.0,0.0,1.0,2.0
938,Indiana,Bloomington,39.165325,-86.52638569999999,7.0,8.0,9.0,8.0,7.0,39.0
939,Indiana,Bloomington,39.165325,-86.52638569999999,7.0,8.0,9.0,2.0,7.0,33.0
940,Indiana,Columbus,39.2014404,-85.9213796,0.0,0.0,4.0,0.0,0.0,4.0
941,Indiana,Fishers,39.9567548,-86.01335,0.0,0.0,1.0,0.0,0.0,1.0
942,Indiana,Fort Wayne,41.079273,-85.1393513,0.0,1.0,2.0,1.0,2.0,6.0
943,Indiana,Franklin,39.4806055,-86.0549863,1.0,1.0,0.0,0.0,0.0,2.0
944,Indiana,Goshen,41.5822716,-85.8344383,0.0,0.0,0.0,0.0,0.0,0.0
945,Indiana,Hammond,41.5833688,-87.5000412,1.0,0.0,0.0,2.0,0.0,3.0
946,Indiana,"Indiana University, Indianapolis",39.7738832,-86.1763393,0.0,0.0,0.0,0.0,1.0,1.0
947,Indiana,"Indiana University, Southeast",38.3448964,-85.8196904,8.0,0.0,0.0,0.0,0.0,8.0
948,Indiana,Indianapolis,39.768403,-86.158068,0.0,37.0,15.0,19.0,23.0,94.0
949,Indiana,Indianapolis,39.768403,-86.158068,0.0,37.0,15.0,1.0,23.0,76.0
950,Indiana,La Porte,41.611143,-86.7227195,0.0,0.0,0.0,0.0,2.0,2.0
951,Indiana,Mishawaka,41.6619927,-86.15861559999999,1.0,0.0,0.0,0.0,0.0,1.0
952,Indiana,Muncie,40.1933767,-85.3863599,0.0,0.0,0.0,2.0,1.0,3.0
953,Indiana,Munster,41.5644798,-87.5125412,0.0,0.0,0.0,0.0,1.0,1.0
954,Indiana,Plainfield,39.70421229999999,-86.39943869999999,0.0,0.0,0.0,1.0,1.0,2.0
955,Indiana,Purdue University,40.4237054,-86.92119459999999,10.0,2.0,1.0,0.0,1.0,14.0
956,Indiana,Seymour,38.9592201,-85.8902547,1.0,0.0,0.0,0.0,0.0,1.0
957,Indiana,Shelbyville,39.5214373,-85.7769238,0.0,0.0,4.0,0.0,0.0,4.0
958,Indiana,South Bend,41.6763545,-86.25198979999999,0.0,2.0,0.0,6.0,10.0,18.0
959,Indiana,Westville,41.54142969999999,-86.9005825,0.0,0.0,0.0,0.0,0.0,0.0
960,Iowa,Altoona,41.6435514,-93.47508359999999,0.0,0.0,0.0,0.0,0.0,0.0
961,Iowa,Ames,42.0307812,-93.63191309999999,0.0,2.0,1.0,0.0,0.0,3.0
962,Iowa,Atlantic,41.4036007,-95.0138776,0.0,0.0,1.0,0.0,0.0,1.0
963,Iowa,Bettendorf,41.56084999999999,-90.48344,1.0,0.0,2.0,0.0,0.0,3.0
964,Iowa,Boone,42.0597047,-93.8802273,0.0,0.0,0.0,0.0,1.0,1.0
965,Iowa,Cedar Rapids,41.9778795,-91.6656232,0.0,0.0,1.0,1.0,0.0,2.0
966,Iowa,Clinton,41.8444735,-90.1887379,0.0,0.0,0.0,0.0,1.0,1.0
967,Iowa,Council Bluffs,41.2619444,-95.8608333,1.0,0.0,1.0,0.0,0.0,2.0
968,Iowa,De Witt,41.8239952,-90.53896619999999,0.0,0.0,0.0,1.0,0.0,1.0
969,Iowa,Des Moines,41.6005448,-93.6091064,0.0,0.0,1.0,1.0,3.0,5.0
970,Iowa,Dubuque,42.5005583,-90.66457179999999,1.0,0.0,0.0,0.0,1.0,2.0
971,Iowa,Fort Dodge,42.4974694,-94.16801579999999,0.0,0.0,1.0,0.0,0.0,1.0
972,Iowa,Grinnell,41.74340919999999,-92.7232456,0.0,0.0,0.0,0.0,0.0,0.0
973,Iowa,Indianola,41.3580484,-93.5574376,0.0,1.0,0.0,0.0,0.0,1.0
974,Iowa,Iowa City,41.6611277,-91.5301683,0.0,0.0,0.0,0.0,3.0,3.0
975,Iowa,Iowa State University,42.0266187,-93.6464654,0.0,0.0,1.0,1.0,1.0,3.0
976,Iowa,Newton,41.7033177,-93.05735330000002,0.0,0.0,0.0,0.0,1.0,1.0
977,Iowa,North Liberty,41.739482,-91.60809739999999,0.0,0.0,0.0,0.0,1.0,1.0
978,Iowa,Oskaloosa,41.2916728,-92.6493595,0.0,0.0,0.0,0.0,1.0,1.0
979,Iowa,University of Iowa,41.6626963,-91.5548998,3.0,0.0,0.0,0.0,2.0,5.0
980,Iowa,Waterloo,42.492786,-92.34257749999999,0.0,1.0,0.0,0.0,0.0,1.0
981,Iowa,West Des Moines,41.5772115,-93.711332,0.0,0.0,0.0,0.0,0.0,0.0
982,Kansas,Abilene,38.9172216,-97.2139094,0.0,0.0,1.0,0.0,0.0,1.0
983,Kansas,Andover,37.7139041,-97.1364294,0.0,1.0,0.0,0.0,1.0,2.0
984,Kansas,Arkansas City,37.0619736,-97.0383712,0.0,2.0,0.0,0.0,0.0,2.0
985,Kansas,Basehor,39.1416692,-94.9385762,1.0,0.0,0.0,0.0,0.0,1.0
986,Kansas,Baxter Springs,37.0236759,-94.73550420000001,0.0,0.0,0.0,1.0,0.0,1.0
987,Kansas,Belleville,39.8244501,-97.6325415,0.0,1.0,0.0,0.0,0.0,1.0
988,Kansas,Beloit,39.45611780000001,-98.10615949999999,1.0,0.0,0.0,0.0,0.0,1.0
989,Kansas,Burlington,38.1944667,-95.74276410000002,0.0,0.0,1.0,0.0,0.0,1.0
990,Kansas,Chanute,37.6792135,-95.4572034,0.0,0.0,0.0,0.0,1.0,1.0
991,Kansas,Cheney,37.6300146,-97.7825513,0.0,1.0,0.0,0.0,0.0,1.0
992,Kansas,Clay Center,39.3769407,-97.12474279999999,0.0,0.0,0.0,1.0,0.0,1.0
993,Kansas,Coffeyville,37.0373005,-95.6163665,0.0,0.0,0.0,0.0,0.0,0.0
994,Kansas,Colby,39.3958369,-101.0523773,0.0,0.0,0.0,1.0,0.0,1.0
995,Kansas,Columbus,37.1692278,-94.8441239,1.0,0.0,0.0,0.0,0.0,1.0
996,Kansas,Concordia,39.5708354,-97.6625396,1.0,0.0,0.0,0.0,0.0,1.0
997,Kansas,Derby,37.5455735,-97.2689331,2.0,0.0,0.0,1.0,0.0,3.0
998,Kansas,Dodge City,37.7527982,-100.0170787,1.0,1.0,1.0,3.0,2.0,8.0
999,Kansas,Edwardsville,39.0611154,-94.8196847,0.0,0.0,1.0,0.0,1.0,2.0
1000,Kansas,El Dorado,37.81724,-96.8622524,0.0,0.0,0.0,0.0,2.0,2.0
1001,Kansas,Elwood,39.7555499,-94.8724661,0.0,0.0,1.0,1.0,1.0,3.0
1002,Kansas,Emporia,38.403903,-96.18166260000001,0.0,0.0,0.0,0.0,0.0,0.0
1003,Kansas,Eudora,38.9433372,-95.09858070000001,0.0,0.0,0.0,0.0,0.0,0.0
1004,Kansas,Fort Scott,37.8397626,-94.7082951,1.0,0.0,0.0,0.0,0.0,1.0
1005,Kansas,Garden City,37.9716898,-100.8726618,0.0,0.0,0.0,1.0,0.0,1.0
1006,Kansas,Gardner,38.8108408,-94.9271868,0.0,1.0,0.0,0.0,0.0,1.0
1007,Kansas,Goddard,37.6597363,-97.5753256,0.0,0.0,1.0,0.0,0.0,1.0
1008,Kansas,Great Bend,38.3644567,-98.7648073,0.0,0.0,0.0,1.0,0.0,1.0
1009,Kansas,Hays,38.8791783,-99.3267702,1.0,1.0,1.0,0.0,1.0,4.0
1010,Kansas,Haysville,37.5644615,-97.3522675,1.0,0.0,1.0,0.0,0.0,2.0
1011,Kansas,Hesston,38.1383437,-97.43142669999999,1.0,0.0,0.0,0.0,0.0,1.0
1012,Kansas,Hiawatha,39.8525033,-95.53581559999999,0.0,0.0,0.0,0.0,1.0,1.0
1013,Kansas,Hoisington,38.5180672,-98.7781394,0.0,0.0,0.0,1.0,0.0,1.0
1014,Kansas,Hutchinson,38.0608445,-97.92977429999999,1.0,4.0,4.0,3.0,0.0,12.0
1015,Kansas,Independence,37.2242358,-95.7083131,3.0,0.0,0.0,0.0,1.0,4.0
1016,Kansas,Iola,37.9244799,-95.3999814,0.0,1.0,0.0,1.0,0.0,2.0
1017,Kansas,Junction City,39.0286093,-96.83139779999999,0.0,0.0,1.0,0.0,0.0,1.0
1018,Kansas,Kansas City,39.114053,-94.6274636,0.0,0.0,1.0,0.0,0.0,1.0
1019,Kansas,Kansas State University,39.1974437,-96.5847249,0.0,0.0,0.0,0.0,0.0,0.0
1020,Kansas,Lansing,39.2486126,-94.90024129999999,0.0,2.0,0.0,0.0,0.0,2.0
1021,Kansas,Larned,38.18056929999999,-99.09871299999999,0.0,1.0,0.0,0.0,0.0,1.0
1022,Kansas,Lawrence,38.9716689,-95.2352501,12.0,9.0,9.0,0.0,0.0,30.0
1023,Kansas,Leavenworth,39.3111112,-94.9224637,1.0,1.0,4.0,1.0,0.0,7.0
1024,Kansas,Leawood,38.966673,-94.6169012,0.0,0.0,1.0,0.0,0.0,1.0
1025,Kansas,Lenexa,38.9536174,-94.73357089999999,0.0,1.0,0.0,0.0,1.0,2.0
1026,Kansas,Liberal,37.0430812,-100.920999,1.0,0.0,0.0,1.0,0.0,2.0
1027,Kansas,Lindsborg,38.5736176,-97.67448379999999,1.0,0.0,0.0,0.0,0.0,1.0
1028,Kansas,Louisburg,38.6194564,-94.6807903,0.0,0.0,0.0,0.0,0.0,0.0
1029,Kansas,Main Campus,38.9543439,-95.2557961,2.0,0.0,0.0,0.0,0.0,2.0
1030,Kansas,McPherson,38.3708415,-97.66420869999999,0.0,1.0,0.0,0.0,0.0,1.0
1031,Kansas,Merriam,39.0236165,-94.6935701,1.0,0.0,0.0,0.0,0.0,1.0
1032,Kansas,Mulvane,37.474464,-97.2439325,0.0,1.0,2.0,0.0,0.0,3.0
1033,Kansas,Newton,38.0466779,-97.34503649999999,0.0,0.0,0.0,3.0,2.0,5.0
1034,Kansas,Oakley,39.1270975,-100.8479688,0.0,0.0,0.0,0.0,1.0,1.0
1035,Kansas,Osawatomie,38.4972372,-94.9505207,0.0,0.0,1.0,0.0,0.0,1.0
1036,Kansas,Ottawa,38.615768,-95.2686366,0.0,0.0,1.0,0.0,1.0,2.0
1037,Kansas,Overland Park,38.9822282,-94.6707917,0.0,0.0,1.0,4.0,4.0,9.0
1038,Kansas,Paola,38.5722353,-94.8791294,0.0,0.0,1.0,0.0,0.0,1.0
1039,Kansas,Parsons,37.34033840000001,-95.2610838,1.0,2.0,0.0,0.0,0.0,3.0
1040,Kansas,Pittsburg,37.410884,-94.70496,1.0,1.0,1.0,0.0,1.0,4.0
1041,Kansas,Pittsburg State University,37.3902857,-94.6915709,1.0,0.0,0.0,0.0,0.0,1.0
1042,Kansas,Pratt,37.6439071,-98.73759109999999,1.0,1.0,0.0,0.0,1.0,3.0
1043,Kansas,Protection,37.2014145,-99.48400749999999,0.0,0.0,0.0,0.0,0.0,0.0
1044,Kansas,Salina,38.8402805,-97.61142369999999,4.0,0.0,2.0,3.0,3.0,12.0
1045,Kansas,Shawnee,39.02284849999999,-94.7151865,3.0,0.0,0.0,0.0,0.0,3.0
1046,Kansas,Topeka,39.0473451,-95.67515759999999,0.0,0.0,0.0,1.0,0.0,1.0
1047,Kansas,Valley Center,37.8347342,-97.3733759,0.0,0.0,0.0,1.0,0.0,1.0
1048,Kansas,Washburn University,39.0333113,-95.7017075,1.0,0.0,0.0,0.0,1.0,2.0
1049,Kansas,Wellington,37.26530040000001,-97.3717118,0.0,0.0,1.0,0.0,0.0,1.0
1050,Kansas,Wichita,37.68717609999999,-97.33005299999999,21.0,11.0,10.0,13.0,5.0,60.0
1051,Kansas,Wichita State University,37.7193933,-97.29286929999999,0.0,0.0,0.0,0.0,1.0,1.0
1052,Kansas,Winfield,37.2397486,-96.9955918,0.0,0.0,0.0,1.0,0.0,1.0
1053,Kentucky,Alexandria,38.9595078,-84.3879946,0.0,0.0,0.0,1.0,1.0,2.0
1054,Kentucky,Anchorage,38.2667373,-85.53301569999999,0.0,0.0,0.0,0.0,0.0,0.0
1055,Kentucky,Ashland,38.4784144,-82.63793869999999,0.0,3.0,1.0,5.0,1.0,10.0
1056,Kentucky,Audubon Park,38.2039592,-85.72523939999999,0.0,0.0,0.0,0.0,1.0,1.0
1057,Kentucky,Augusta,38.7717376,-84.0057628,0.0,0.0,1.0,0.0,0.0,1.0
1058,Kentucky,Barbourville,36.8664765,-83.8888138,1.0,0.0,0.0,0.0,0.0,1.0
1059,Kentucky,Bardstown,37.8092279,-85.46690249999999,7.0,0.0,0.0,2.0,0.0,9.0
1060,Kentucky,Bellevue,39.1064488,-84.478831,2.0,0.0,0.0,0.0,1.0,3.0
