State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,Gender,Gender Identity,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Missouri,,St. Louis,4,1,7,0,0,0,0,3,2,2,5,"318,563"
Missouri,,University City,1,0,0,0,0,0,0,0,0,1,0,"35,186"
Missouri,Universities and Colleges,,2,0,0,0,0,0,0,,,,,
Missouri,,"University of Missouri, Columbia",2,0,0,0,0,0,0,0,0,0,2,"34,704"
Missouri,Metropolitan Counties,,4,0,3,0,0,0,0,,,,,
Missouri,,De Kalb,1,0,0,0,0,0,0,0,0,1,0,
Missouri,,Jefferson,0,0,1,0,0,0,0,0,0,0,1,
Missouri,,St. Charles,2,0,2,0,0,0,0,0,2,2,0,
Missouri,,St. Louis County Police Department,1,0,0,0,0,0,0,0,0,1,0,
Missouri,Nonmetropolitan Counties,,1,1,1,0,0,0,0,,,,,
Missouri,,Carroll,0,1,0,0,0,0,0,0,0,0,1,
Missouri,,Henry,0,0,1,0,0,0,0,0,0,0,1,
Missouri,,Laclede,1,0,0,0,0,0,0,0,0,0,1,
Montana,Total,,25,2,3,1,0,0,0,,,,,
Montana,Cities,,21,2,2,0,0,0,0,,,,,
Montana,,Billings,5,1,1,0,0,0,0,1,2,1,3,"107,802"
Montana,,Columbia Falls,1,0,0,0,0,0,0,0,1,0,0,"4,721"
Montana,,Great Falls,1,0,0,0,0,0,0,0,0,0,1,"58,940"
Montana,,Hamilton,0,1,0,0,0,0,0,0,0,0,1,"4,555"
Montana,,Helena,11,0,0,0,0,0,0,11,0,0,0,"29,411"
Montana,,Kalispell,2,0,0,0,0,0,0,0,0,2,0,"20,665"
Montana,,Missoula,1,0,1,0,0,0,0,1,0,1,0,"68,877"
Montana,Universities and Colleges,,1,0,0,0,0,0,0,,,,,
Montana,,Montana State University,1,0,0,0,0,0,0,0,1,0,0,"14,269"
Montana,Metropolitan Counties,,2,0,0,1,0,0,0,,,,,
Montana,,Cascade,1,0,0,1,0,0,0,0,0,2,0,
Montana,,Missoula,1,0,0,0,0,0,0,0,0,1,0,
Montana,Nonmetropolitan Counties,,1,0,1,0,0,0,0,,,,,
Montana,,Park,0,0,1,0,0,0,0,0,0,0,1,
Montana,,Silver Bow,1,0,0,0,0,0,0,0,0,1,0,
Nebraska,Total,,17,5,8,6,0,0,0,,,,,
Nebraska,Cities,,14,5,8,5,0,0,0,,,,,
Nebraska,,Columbus,0,0,1,0,0,0,0,0,0,1,0,"22,624"
Nebraska,,Cozad,0,0,0,1,0,0,0,1,,0,0,"3,929"
Nebraska,,Grand Island,0,0,0,2,0,0,0,0,0,2,0,"50,441"
Nebraska,,Kearney,0,1,0,0,0,0,0,0,0,1,0,"32,113"
Nebraska,,Lexington,2,0,0,0,0,0,0,0,,0,2,"10,204"
Nebraska,,Lincoln,8,2,4,1,0,0,0,5,3,2,5,"267,565"
Nebraska,,Omaha,4,2,2,1,0,0,0,2,3,3,1,"425,076"
Nebraska,,Sidney,0,0,1,0,0,0,0,1,0,,,"6,831"
Nebraska,Metropolitan Counties,,0,0,0,1,0,0,0,,,,,
Nebraska,,Lancaster,0,0,0,1,0,0,0,0,1,0,0,
Nebraska,Nonmetropolitan Counties,,3,0,0,0,0,0,0,,,,,
Nebraska,,Dawson,3,0,0,0,0,0,0,0,0,1,2,
Nevada,Total,,31,10,25,7,0,0,0,,,,,
Nevada,Cities,,31,10,25,7,0,0,0,,,,,
Nevada,,Carlin,1,0,0,0,0,0,0,,,,1,"2,457"
Nevada,,Henderson,1,0,0,0,0,0,0,,,1,,"268,237"
Nevada,,Las Vegas Metropolitan Police Department,27,9,23,6,0,0,0,16,13,18,18,"1,500,455"
Nevada,,North Las Vegas,0,0,1,1,0,0,0,,1,1,,"225,632"
Nevada,,Reno,2,1,1,0,0, ,0,,1,3,,"232,561"
New Hampshire,Total,,11,5,4,1,0,0,0,,,,,
New Hampshire,Cities,,10,5,3,1,0,0,0,,,,,
New Hampshire,,Ashland,1,0,0,0,0,0,0,0,1,0,0,"2,056"
New Hampshire,,Bedford,1,0,0,0,0,0,0,0,1,0,0,"21,645"
New Hampshire,,Concord,2,1,0,0,0,0,0,0,2,1,0,"42,615"
New Hampshire,,Conway,0,0,1,0,0,0,0,1,0,0,0,"10,056"
New Hampshire,,Farmington,1,0,0,0,0,0,0,0,0,1,0,"6,799"
New Hampshire,,Hampton,1,0,0,0,0,0,0,0,0,1,0,"15,067"
New Hampshire,,Hampton Falls,0,0,0,1,0,0,0,0,1,0,0,"2,294"
New Hampshire,,Hanover,0,0,1,0,0,0,0,0,1,0,0,"11,195"
New Hampshire,,Keene,0,1,0,0,0,0,0,0,0,1,0,"23,236"
New Hampshire,,Londonderry,0,1,0,0,0,0,0,0,1,0,0,"24,338"
New Hampshire,,Manchester,1,0,0,0,0,0,0,0,0,0,1,"110,411"
New Hampshire,,Newbury,0,0,1,0,0,0,0,1,0,0,0,"2,110"
New Hampshire,,Pelham,1,2,0,0,0,0,0,2,1,0,0,"13,034"
New Hampshire,,Plaistow,1,0,0,0,0,0,0,0,0,0,1,"7,620"
New Hampshire,,Windham,1,0,0,0,0,0,0,1,0,0,0,"14,092"
New Hampshire,Universities and Colleges,,1,0,1,0,0,0,0,,,,,
New Hampshire,,University of New Hampshire,1,0,1,0,0,,,1,0,1,0,"15,267"
New Jersey,Total,,187,121,64,38,4,0,0,,,,,
New Jersey,Cities,,180,121,61,38,4,0,0,,,,,
New Jersey,,Aberdeen Township,8,1,2,0,0,0,0,1,6,1,3,"18,150"
New Jersey,,Allenhurst,0,2,0,0,0,0,0,0,0,1,1,493
New Jersey,,Asbury Park,1,0,3,0,0,0,0,1,2,1,0,"15,779"
New Jersey,,Bedminster Township,1,1,0,0,0,0,0,0,2,0,0,"8,213"
New Jersey,,Belleville,0,0,2,0,0,0,0,0,0,1,1,"36,229"
New Jersey,,Brick Township,2,1,0,1,0,0,0,1,2,1,0,"75,371"
New Jersey,,Burlington,0,0,0,0,1,0,0,1,0,0,0,"9,865"
New Jersey,,Burlington Township,0,1,0,0,0,0,0,1,0,0,0,"22,750"
New Jersey,,Caldwell,1,0,0,0,0,0,0,0,0,1,0,"7,876"
New Jersey,,Cinnaminson Township,1,0,0,0,0,0,0,0,0,0,1,"16,686"
New Jersey,,Clark Township,0,1,0,0,0,0,0,0,1,0,0,"15,021"
New Jersey,,Closter,0,0,1,0,0,0,0,1,0,0,0,"8,548"
New Jersey,,Colts Neck Township,3,0,0,0,0,0,0,0,0,2,1,"10,075"
New Jersey,,Cranford Township,0,1,0,0,0,0,0,1,0,0,0,"23,165"
New Jersey,,Delran Township,2,0,0,0,0,0,0,0,1,0,1,"16,862"
New Jersey,,Eastampton Township,0,0,0,1,0,0,0,1,0,0,0,"6,103"
New Jersey,,East Brunswick Township,1,10,2,1,0,0,0,3,4,3,4,"48,073"
New Jersey,,East Hanover Township,0,1,0,0,0,0,0,0,0,0,1,"11,350"
New Jersey,,East Orange,0,1,0,0,0,0,0,0,0,0,1,"64,425"
New Jersey,,East Windsor Township,0,1,0,0,0,0,0,0,0,1,0,"27,564"
New Jersey,,Egg Harbor Township,2,0,0,1,0,0,0,0,2,0,1,"43,709"
New Jersey,,Elmwood Park,1,0,0,0,1,0,0,1,1,0,0,"20,077"
New Jersey,,Evesham Township,7,1,0,0,0,0,0,4,3,1,0,"45,798"
New Jersey,,Ewing Township,1,0,2,0,0,0,0,0,1,0,2,"36,449"
New Jersey,,Fairview,0,0,0,1,0,0,0,0,0,1,0,"14,358"
New Jersey,,Fanwood,0,1,0,0,0,0,0,0,0,1,0,"7,447"
New Jersey,,Fort Lee,2,0,1,0,0,0,0,2,1,0,0,"35,900"
New Jersey,,Franklin Lakes,0,1,0,1,0,0,0,1,1,0,0,"10,746"
New Jersey,,"Franklin Township, Gloucester County",0,1,0,0,0,0,0,0,0,1,0,"16,740"
New Jersey,,Freehold Township,0,1,0,0,0,0,0,1,0,0,0,"36,048"
New Jersey,,Galloway Township,0,0,1,0,0,0,0,0,1,0,0,"37,304"
New Jersey,,Glassboro,8,0,2,2,0,0,0,3,2,3,4,"19,038"
New Jersey,,Glen Ridge,0,1,0,0,0,0,0,0,1,0,0,"7,626"
New Jersey,,Gloucester Township,2,0,0,0,0,0,0,0,2,0,0,"64,440"
New Jersey,,Green Brook Township,0,2,0,0,0,0,0,1,1,0,0,"7,240"
New Jersey,,"Greenwich Township, Warren County",1,0,0,0,0,0,0,0,0,0,1,"5,582"
New Jersey,,Haddonfield,0,1,0,0,0,0,0,0,0,0,1,"11,590"
New Jersey,,Haddon Township,0,0,0,1,0,0,0,0,0,1,0,"14,732"
New Jersey,,Hardyston Township,0,0,1,0,0,0,0,0,0,1,0,"8,049"
New Jersey,,Harrison,0,0,1,0,0,0,0,0,0,0,1,"13,975"
New Jersey,,Harrison Township,1,0,0,0,0,0,0,0,0,1,0,"12,616"
New Jersey,,Highland Park,2,3,3,0,0,0,0,1,4,2,1,"14,420"
New Jersey,,Hightstown,1,1,0,1,0,0,0,0,1,1,1,"5,572"
New Jersey,,Hillsborough Township,1,0,0,0,0,0,0,0,1,0,0,"39,037"
New Jersey,,Hoboken,3,3,1,0,0,0,0,1,2,1,3,"52,771"
New Jersey,,Holmdel Township,2,3,0,0,0,0,0,2,2,0,1,"16,657"
New Jersey,,Howell Township,5,6,4,3,0,0,0,2,7,5,4,"51,100"
New Jersey,,Irvington,0,0,1,0,0,0,0,0,0,1,0,"54,246"
New Jersey,,Jackson Township,2,1,0,0,0,0,0,1,0,0,2,"55,817"
New Jersey,,Jersey City,2,0,2,1,0,0,0,0,3,0,2,"256,886"
New Jersey,,Keansburg,3,0,1,0,0,0,0,1,0,2,1,"9,981"
New Jersey,,Lacey Township,3,0,2,2,1,0,0,1,5,1,1,"27,865"
New Jersey,,Lakewood Township,5,15,0,3,0,0,0,2,6,7,8,"92,664"
New Jersey,,"Lawrence Township, Mercer County",0,0,0,1,0,0,0,0,0,1,0,"33,172"
New Jersey,,Little Egg Harbor Township,3,1,0,2,0,0,0,1,2,0,3,"20,412"
New Jersey,,Little Falls Township,0,0,1,0,0,0,0,0,1,0,0,"14,504"
New Jersey,,Livingston Township,2,0,0,0,0,0,0,0,0,2,0,"29,621"
New Jersey,,Logan Township,1,0,0,0,0,0,0,0,0,1,0,"6,019"
New Jersey,,Long Beach Township,0,1,0,0,0,0,0,0,1,0,0,"3,068"
New Jersey,,Lower Township,1,0,0,0,0,0,0,0,0,1,0,"22,467"
New Jersey,,Lumberton Township,2,0,0,0,0,0,0,0,0,2,0,"12,516"
New Jersey,,Mahwah Township,0,1,0,0,0,0,0,0,0,1,0,"26,292"
New Jersey,,Manalapan Township,1,0,0,2,0,0,0,2,0,1,0,"39,313"
New Jersey,,Manasquan,1,2,0,0,0,0,0,1,2,0,0,"5,860"
New Jersey,,Manchester Township,3,0,0,0,0,0,0,0,3,0,0,"43,013"
New Jersey,,Maple Shade Township,1,0,0,0,0,0,0,1,0,0,0,"19,291"
New Jersey,,Margate City,1,0,0,0,0,0,0,0,0,0,1,"6,319"
New Jersey,,Marlboro Township,2,0,0,0,0,0,0,1,1,0,0,"40,190"
New Jersey,,Medford Lakes,0,0,1,0,0,0,0,0,1,0,0,"4,196"
New Jersey,,Medford Township,4,2,1,0,0,0,0,2,1,1,3,"23,285"
New Jersey,,Mendham,0,1,0,0,0,0,0,0,0,0,1,"5,029"
New Jersey,,Middlesex,1,0,0,0,0,0,0,1,0,0,0,"13,787"
New Jersey,,Middletown Township,1,0,0,0,0,0,0,0,1,0,0,"66,246"
New Jersey,,"Monroe Township, Middlesex County",8,1,1,1,0,0,0,1,0,2,8,"41,356"
New Jersey,,Montclair,4,2,0,0,0,0,0,2,2,1,1,"37,962"
New Jersey,,Montgomery Township,1,3,0,0,0,0,0,1,1,0,2,"22,467"
New Jersey,,Moorestown Township,1,0,0,0,0,0,0,0,0,1,0,"20,706"
New Jersey,,Morris Township,0,1,0,0,0,0,0,0,0,0,1,"22,640"
New Jersey,,Mount Laurel Township,0,0,0,1,0,0,0,0,0,0,1,"41,839"
New Jersey,,Mount Olive Township,0,0,0,2,0,0,0,0,1,0,1,"28,611"
New Jersey,,Neptune Township,10,0,3,1,0,0,0,0,8,2,4,"27,856"
New Jersey,,Newark,2,0,1,0,0,0,0,0,2,0,1,"278,246"
New Jersey,,New Brunswick,3,1,1,0,0,0,0,3,1,1,0,"56,542"
New Jersey,,New Providence,1,2,0,0,0,0,0,1,2,0,0,"12,463"
New Jersey,,North Brunswick Township,1,0,1,2,0,0,0,1,2,0,1,"41,425"
New Jersey,,Nutley Township,2,1,0,0,0,0,0,0,1,2,0,"28,660"
New Jersey,,Oakland,1,2,2,0,0,0,0,1,2,1,1,"12,927"
New Jersey,,Oceanport,0,1,0,0,0,0,0,0,0,1,0,"5,833"
New Jersey,,Old Bridge Township,1,0,1,0,0,0,0,1,0,1,0,"66,528"
New Jersey,,Palmyra,1,0,0,0,0,0,0,0,0,1,0,"7,412"
New Jersey,,Paramus,0,0,0,1,0,0,0,0,0,0,1,"26,628"
New Jersey,,Parsippany-Troy Hills Township,0,2,0,0,0,0,0,0,0,0,2,"53,851"
New Jersey,,Passaic,2,2,0,1,0,0,0,0,1,2,2,"70,445"
New Jersey,,Paulsboro,1,0,0,0,0,0,0,0,0,0,1,"6,034"
New Jersey,,Pemberton Township,1,0,0,0,0,0,0,0,0,0,1,"27,949"
New Jersey,,Pennsauken Township,0,1,0,0,0,0,0,0,0,0,1,"35,788"
New Jersey,,Pequannock Township,0,1,0,0,0,0,0,0,0,0,1,"15,580"
New Jersey,,Phillipsburg,0,1,0,1,0,0,0,0,0,1,1,"14,619"
New Jersey,,Pine Hill,1,0,0,0,0,0,0,0,0,0,1,"10,704"
New Jersey,,Piscataway Township,0,2,2,0,0,0,0,3,1,0,0,"58,259"
New Jersey,,Pitman,6,1,0,0,0,0,0,1,0,5,1,"8,930"
New Jersey,,Plainsboro Township,0,0,0,0,1,0,0,0,1,0,0,"23,256"
New Jersey,,Point Pleasant,4,1,0,1,0,0,0,1,4,1,0,"18,458"
New Jersey,,Randolph Township,1,0,2,0,0,0,0,0,0,2,1,"25,969"
New Jersey,,Raritan,0,0,2,0,0,0,0,0,0,0,2,"7,352"
New Jersey,,Readington Township,0,1,0,0,0,0,0,0,0,0,1,"15,910"
New Jersey,,Robbinsville Township,2,1,0,0,0,0,0,1,1,1,0,"14,046"
New Jersey,,Runnemede,0,1,0,0,0,0,0,0,0,0,1,"8,459"
New Jersey,,Salem,1,0,0,0,0,0,0,0,0,1,0,"5,175"
New Jersey,,Secaucus,0,2,2,0,0,0,0,0,1,0,3,"19,119"
New Jersey,,Shrewsbury,2,0,0,0,0,0,0,2,0,0,0,"3,941"
New Jersey,,Somerville,0,1,0,0,0,0,0,0,0,1,0,"12,174"
New Jersey,,South Brunswick Township,0,4,1,0,0,0,0,0,1,2,2,"44,575"
New Jersey,,South Orange,1,0,1,0,0,0,0,1,1,0,0,"16,297"
New Jersey,,South Plainfield,1,0,0,1,0,0,0,1,1,0,0,"23,789"
New Jersey,,Spotswood,0,2,0,0,0,0,0,0,1,1,0,"8,459"
New Jersey,,Toms River Township,0,1,0,0,0,0,0,0,0,1,0,"92,332"
New Jersey,,Totowa,1,1,1,0,0,0,0,0,1,2,0,"10,985"
New Jersey,,Trenton,1,0,1,0,0,0,0,0,1,1,0,"84,439"
New Jersey,,Union Beach,0,0,0,1,0,0,0,0,1,0,0,"6,198"
New Jersey,,Union City,0,1,1,0,0,0,0,1,1,0,0,"68,254"
New Jersey,,Verona,0,1,0,0,0,0,0,0,1,0,0,"13,429"
New Jersey,,Vineland,0,1,1,0,0,0,0,0,1,0,1,"60,863"
New Jersey,,Voorhees Township,2,1,0,0,0,0,0,0,2,1,0,"29,284"
New Jersey,,Washington,3,1,0,0,0,0,0,1,0,2,1,"6,408"
New Jersey,,"Washington Township, Gloucester County",2,0,0,0,0,0,0,0,1,1,0,"48,110"
New Jersey,,"Washington Township, Warren County",0,0,1,0,0,0,0,0,0,,1,"6,493"
New Jersey,,Watchung,0,1,0,0,0,0,0,0,0,1,0,"5,844"
New Jersey,,Weehawken Township,1,0,1,0,0,0,0,0,1,1,0,"12,937"
New Jersey,,West Caldwell Township,0,1,0,0,0,0,0,0,0,1,0,"10,878"
New Jersey,,West Deptford Township,3,1,0,1,0,0,0,3,1,1,0,"21,497"
New Jersey,,West Long Branch,0,1,0,0,0,0,0,0,0,1,0,"8,660"
New Jersey,,West Milford Township,3,0,0,0,0,0,0,2,0,1,0,"26,095"
New Jersey,,Woodbridge Township,1,2,0,0,0,0,0,0,2,0,1,"100,568"
New Jersey,,Woodbury,4,1,0,0,0,0,0,0,0,2,3,"10,073"
New Jersey,,Woodbury Heights,1,0,0,0,0,0,0,1,0,0,0,"3,026"
New Jersey,,Woolwich Township,1,0,0,0,0,0,0,0,1,0,0,"11,167"
New Jersey,Metropolitan Counties,,6,0,2,0,0,0,0,,,,,
New Jersey,,Camden County Police Department,6,0,2,0,0,0,0,0,4,4,0,
New Jersey,State Police Agencies,,1,0,1,0,0,0,0,,,,,
New Jersey,,State Police:,,,,,,,,,,,,
New Jersey,,Ocean County,0,0,1,0,0,0,0,0,1,0,0,
New Jersey,,Salem County,1,0,0,0,0,0,0,0,1,0,0,
New Mexico,Total,,6,1,4,1,0,0,0,,,,,
New Mexico,Cities,,6,1,4,1,0,0,0,,,,,
New Mexico,,Albuquerque,5,1,4,0,0,0,0,2,1,6,1,"558,165"
New Mexico,,Belen,0,0,0,1,0,0,0,,,,1,"7,247"
New Mexico,,Los Lunas,1,0,0,0,0,0,0,0,,1,,"15,252"
New York,Total,,150,294,122,36,2,6,5,,,,,
New York,Cities,,95,182,107,26,2,4,3,,,,,
New York,,Albany,1,2,0,0,0,0,0,0,2,1,0,"97,956"
New York,,Amherst Town,3,0,0,0,0,0,0,0,0,1,2,"118,296"
New York,,Batavia,1,0,0,0,0,0,0,0,0,1,0,"15,374"
New York,,Brighton Town,1,0,0,0,0,0,0,1,0,0,0,"36,689"
New York,,Buffalo,11,1,2,2,0,1,0,6,3,4,4,"258,789"
New York,,Canandaigua,1,0,0,0,0,0,0,0,1,0,0,"10,470"
New York,,Clarkstown Town,1,2,0,0,0,0,0,2,1,0,0,"80,705"
New York,,Cohoes,1,0,0,0,0,0,0,0,1,0,0,"16,179"
New York,,Colonie Town,0,0,1,0,0,0,0,0,1,0,0,"78,215"
New York,,Crawford Town,3,4,0,0,0,0,0,0,1,0,6,"9,264"
New York,,Croton-on-Hudson Village,0,0,0,0,0,1,0,0,1,0,0,"8,180"
New York,,Freeport Village,0,0,0,1,0,0,0,1,0,0,0,"43,214"
New York,,Greece Town,3,0,0,0,0,0,0,0,1,2,0,"96,667"
New York,,Hamburg Town,1,0,0,0,0,0,0,1,0,0,0,"45,535"
New York,,Hyde Park Town,1,0,0,0,0,0,0,0,0,1,0,"21,397"
New York,,Ithaca,0,0,1,0,0,0,0,0,1,0,,"30,433"
New York,,Jamestown,2,0,0,0,0,0,0,1,0,0,1,"30,658"
New York,,Liberty Village,0,4,0,0,0,0,0,0,0,0,4,"4,285"
New York,,Middletown,1,0,0,0,0,0,0,0,0,1,0,"27,809"
New York,,Monroe Village,0,2,0,0,0,0,0,0,1,0,1,"8,544"
New York,,Mount Vernon,2,0,0,1,0,0,0,1,1,0,1,"68,071"
New York,,Newburgh,0,0,1,1,0,0,0,0,1,0,1,"28,571"
New York,,New Rochelle,1,2,0,0,0,0,0,1,1,1,0,"78,800"
New York,,New York,44,152,99,17,1,0,1,56,84,81,93,"8,396,126"
New York,,Niagara Falls,2,0,0,1,0,0,0,0,2,0,1,"49,574"
New York,,North Syracuse Village,2,0,0,0,0,0,0,0,1,1,0,"6,964"
New York,,Owego Village,0,0,1,0,0,0,0,0,0,1,0,"3,818"
New York,,Poughkeepsie,0,0,0,2,1,0,1,2,1,0,1,"30,778"
New York,,Poughkeepsie Town,2,1,1,0,0,0,0,0,2,1,2,"43,866"
New York,,Ramapo Town,0,1,0,0,0,0,0,0,0,,1,"87,204"
New York,,Rochester,3,1,0,0,0,0,0,0,2,2,0,"210,562"
New York,,Rockville Centre Village,0,1,0,0,0,0,0,0,1,0,0,"24,129"
New York,,Salamanca,1,0,0,0,0,0,0,0,0,1,0,"5,691"
New York,,Saratoga Springs,1,2,0,0,0,0,0,0,0,1,2,"27,081"
New York,,Scarsdale Village,0,1,0,0,0,0,0,1,0,0,0,"17,564"
New York,,Schodack Town,0,0,0,0,0,1,0,0,0,1,0,"11,573"
New York,,Sleepy Hollow Village,0,2,0,0,0,0,0,0,1,1,0,"9,996"
New York,,Spring Valley Village,1,1,0,0,0,0,0,0,0,1,1,"32,288"
New York,,Troy,1,0,0,0,0,0,0,0,0,1,0,"49,898"
New York,,Tuckahoe Village,0,0,0,1,0,0,0,1,0,0,0,"6,578"
New York,,Utica,1,0,0,0,0,0,0,0,0,1,0,"61,686"
New York,,West Seneca Town,2,0,0,0,0,0,0,0,1,1,0,"44,821"
New York,,Yonkers,1,3,1,0,0,1,1,2,0,3,2,"199,134"
New York,Universities and Colleges,,8,9,4,1,0,1,1,,,,,
New York,,Cornell University,1,0,1,0,0,0,0,0,1,1,,"21,424"
New York,,Ithaca College,0,0,0,1,0,0,0,0,1,0,0,"6,759"
New York,,State University of New York:,,,,,,,,,,,,
New York,,Binghamton,0,2,0,0,0,0,1,0,0,3,1,"15,308"
New York,,Stony Brook,0,2,0,0,0,0,0,0,1,1,0,"23,946"
New York,,State University of New York Agricultural and Technical College:,,,,,,,,,,,,
New York,,Alfred,1,0,0,0,0,0,0,0,0,0,1,"3,528"
New York,,Cobleskill,0,0,1,0,0,0,0,0,0,0,1,"2,492"
New York,,Morrisville,0,0,0,0,0,1,0,0,1,0,0,"3,095"
New York,,State University of New York College:,,,,,,,,,,,,
New York,,Buffalo,0,0,1,0,0,0,0,0,1,0,0,"11,781"
New York,,Cortland,2,1,0,0,0,0,0,1,1,0,1,"7,098"
New York,,Fredonia,1,0,0,0,0,0,0,0,1,0,0,"5,521"
New York,,New Paltz,2,0,0,0,0,0,0,0,0,0,2,"7,655"
New York,,Oneonta,0,2,0,0,0,0,0,0,0,1,1,"6,041"
New York,,Oswego,0,1,0,0,0,0,0,1,0,0,0,"7,921"
New York,,Potsdam,1,0,1,0,0,0,0,1,0,0,1,"4,224"
New York,,Purchase,0,1,0,0,0,0,0,0,1,0,0,"4,240"
New York,Metropolitan Counties,,41,79,9,8,0,0,1,,,,,
New York,,Broome,1,0,0,0,0,0,0,0,0,0,1,
New York,,Erie,0,0,0,1,0,0,0,0,0,0,1,
New York,,Livingston,1,0,0,0,0,0,0,1,0,0,0,
New York,,Monroe,1,0,0,0,0,0,0,0,1,0,0,
New York,,Nassau,10,28,2,3,0,0,0,9,16,9,9,
New York,,Oneida,1,0,0,0,0,0,0,0,1,0,0,
New York,,Putnam,0,0,0,0,0,0,1,0,0,1,0,
New York,,Suffolk County Police Department,26,50,7,4,0,0,0,11,33,22,21,
New York,,Ulster,1,0,0,0,0,0,0,0,0,1,0,
New York,,Westchester Public Safety,0,1,0,0,0,0,0,0,0,0,1,
New York,Nonmetropolitan Counties,,1,0,0,0,0,0,0,,,,,
New York,,St. Lawrence,1,0,0,0,0,0,0,0,1,0,0,
New York,State Police Agencies,,3,8,2,1,0,1,0,,,,,
New York,,State Police:,,,,,,,,,,,,
New York,,Broome County,0,0,1,0,0,0,0,0,0,0,1,
New York,,Dutchess County,0,1,0,0,0,0,0,0,0,1,0,
New York,,Franklin County,1,1,0,0,0,0,0,0,1,1,0,
New York,,Herkimer County,1,0,0,0,0,0,0,0,1,0,0,
New York,,Jefferson County,0,0,1,0,0,0,0,1,0,0,0,
New York,,Madison County,0,1,0,0,0,0,0,0,1,0,0,
New York,,Nassau County,1,0,0,0,0,0,0,0,1,0,0,
New York,,Orange County,0,1,0,0,0,0,0,0,1,0,0,
New York,,Otsego County,0,1,0,0,0,0,0,0,0,0,1,
New York,,Putnam County,0,0,0,1,0,0,0,0,0,1,0,
New York,,Saratoga County,0,1,0,0,0,0,0,0,0,1,0,
New York,,Steuben County,0,0,0,0,0,1,0,0,0,0,1,
New York,,Ulster County,0,1,0,0,0,0,0,0,1,0,0,
New York,,Westchester County,0,1,0,0,0,0,0,0,0,0,1,
New York,Other Agencies,,2,16,0,0,0,0,0,,,,,
New York,,New York City Metropolitan Transportation Authority,2,15,0,0,0,0,0,4,5,4,4,
New York,,"State Park, Long Island Regional",0,1,0,0,0,0,0,1,0,0,,
North Carolina,Total,,67,17,23,11,0,0,0,,,,,
North Carolina,Cities,,51,10,16,8,0,0,0,,,,,
North Carolina,,Albemarle,1,0,0,0,0,0,0,0,0,0,1,"15,946"
North Carolina,,Asheboro,1,0,0,0,0,0,0,0,0,0,1,"25,665"
North Carolina,,Asheville,5,2,2,1,0,0,0,3,0,3,4,"86,445"
North Carolina,,Burlington,1,0,0,0,0,0,0,0,0,0,1,"51,401"
North Carolina,,Carrboro,1,0,0,0,0,0,0,0,0,0,1,"20,709"
North Carolina,,Chapel Hill,0,0,0,1,0,0,0,0,1,0,0,"58,744"
North Carolina,,Charlotte-Mecklenburg,8,4,6,3,0,0,0,10,4,2,5,"837,638"
North Carolina,,Concord,1,0,0,0,0,0,0,0,1,0,0,"82,899"
North Carolina,,Creedmoor,1,0,0,0,0,0,0,0,0,1,0,"4,254"
North Carolina,,Durham,2,1,3,1,0,0,0,3,0,4,0,"242,865"
North Carolina,,Fayetteville,4,1,0,1,0,0,0,2,1,2,1,"202,524"
North Carolina,,Gastonia,0,1,0,0,0,0,0,0,1,0,0,"73,049"
North Carolina,,Greensboro,3,0,0,0,0,0,0,0,1,0,2,"279,343"
North Carolina,,Greenville,1,0,0,0,0,0,0,0,1,0,0,"88,018"
North Carolina,,Hickory,0,0,1,0,0,0,0,0,1,0,0,"40,109"
North Carolina,,Huntersville,1,0,0,0,0,0,0,0,0,1,0,"50,162"
North Carolina,,King,0,1,0,0,0,0,0,0,1,0,0,"6,860"
North Carolina,,Leland,1,0,1,0,0,0,0,1,0,0,1,"15,535"
North Carolina,,Lilesville,1,0,0,0,0,0,0,0,0,1,0,519
North Carolina,,Mint Hill,1,0,0,0,0,0,0,0,1,0,0,"24,350"
North Carolina,,Morganton,1,0,0,0,0,0,0,0,1,0,0,"16,852"
North Carolina,,New Bern,1,0,0,0,0,0,0,0,1,0,0,"30,514"
North Carolina,,Oxford,1,0,0,0,0,0,0,0,0,0,1,"8,607"
North Carolina,,Raleigh,3,0,0,1,0,0,0,0,2,2,0,"428,993"
North Carolina,,Rocky Mount,1,0,1,0,0,0,0,0,1,1,0,"57,021"
North Carolina,,Roxboro,2,0,0,0,0,0,0,0,0,2,0,"8,310"
North Carolina,,Salisbury,1,0,0,0,0,0,0,0,0,0,1,"33,626"
North Carolina,,Siler City,2,0,0,0,0,0,0,1,0,1,0,"8,243"
North Carolina,,Thomasville,1,0,0,0,0,0,0,0,0,1,0,"26,866"
North Carolina,,Wadesboro,1,0,0,0,0,0,0,0,0,1,0,"5,673"
North Carolina,,Wilmington,3,0,1,0,0,0,0,3,0,0,1,"110,985"
North Carolina,,Wilson,0,0,1,0,0,0,0,0,0,0,1,"49,737"
North Carolina,,Wrightsville Beach,1,0,0,0,0,0,0,0,1,0,0,"2,551"
North Carolina,Universities and Colleges,,5,0,4,0,0,0,0,,,,,
North Carolina,,East Carolina University,1,0,0,0,0,0,0,0,1,0,0,"26,947"
North Carolina,,North Carolina School of the Arts,2,0,0,0,0,0,0,1,0,0,1,880
North Carolina,,University of North Carolina:,,,,,,,,,,,,
